FID	Longitude	Latitude	Elevation	v1_lat	v1_long	v2_lat	v2_long	Width	peak_east	peak_north	peak_elev	noVentInt	noVent
838	-101.112906	14.178499	5077	14.169204	-101.11536	14.187347	-101.10614	300.3	-5993470.793	839347.2541	5092	0	Vent
839	-100.232668	18.025762	2714	18.009511	-100.247552	18.02929	-100.221527	88.3	-5940220.159	1068585.805	2731	0	Vent
840	-105.442438	5.555518	6440	5.563475	-105.448015	5.545331	-105.443553	225.8	-6250440.97	329940.5913	6445	0	Vent
841	-105.039708	5.942427	6420	5.936256	-105.039634	5.94964	-105.039932	180.5	-6226323.885	351740.5302	6418	0	Vent
842	-105.538071	5.334486	6397	5.329152	-105.544868	5.348711	-105.537587	131.2	-6255635.709	317042.0425	6401	0	Vent
843	-105.788707	4.631548	6229	4.627479	-105.794204	4.647324	-105.788493	151.9	-6270415.9	275417.9251	6230	0	Vent
844	-106.434116	2.289754	5674	2.273553	-106.44043	2.304962	-106.427295	85.9	-6308367.653	136803.4699	5680	0	Vent
845	-105.546599	3.8619	5958	3.863256	-105.557949	3.854119	-105.537105	649.6	-6256478.283	229061.0395	5960	0	Vent
846	-106.834361	2.341554	5630	2.313072	-106.859131	2.36404	-106.813446	112	-6333365.344	137785.0343	5628	0	Vent
847	-106.06903	3.457725	5942	3.391981	-106.110123	3.517854	-106.03398	214.5	-6286634.205	205882.2497	5952	0	Vent
848	-101.547431	4.335043	4642	4.392436	-101.532297	4.274415	-101.555521	291.5	-6018414.688	257707.3223	4646	0	Vent
849	-100.895551	4.779194	4427	4.726751	-100.921344	4.815647	-100.881369	396.4	-5982355.783	279911.2688	4450	0	Vent
850	-100.960969	4.595566	4456	4.576245	-100.971343	4.607273	-100.958018	350.7	-5983711.558	273039.6923	4461	0	Vent
851	-100.781676	4.947902	4414	4.948949	-100.787292	4.950662	-100.782913	148.1	-5973092.517	292917.2856	4417	0	Vent
852	-98.897513	6.092255	3964	6.019229	-99.000826	6.165566	-98.794408	303.8	-5866610.423	357256.8085	3987	0	Vent
853	-98.984656	5.885435	4022	5.862682	-99.003245	5.909081	-98.966066	353.3	-5865669.202	348446.9651	4029	0	Vent
854	-89.307424	2.596876	2504	2.579773	-89.322445	2.599404	-89.296568	555.1	-5294660.684	153044.6813	2517	0	Vent
855	-88.711228	0.352405	2760	0.291877	-88.752423	0.396574	-88.671818	629.8	-5257095.697	22957.77611	2771	0	Vent
856	-88.544603	-1.896699	3283	-1.904284	-88.554269	-1.905176	-88.539993	820	-5247549.06	-112735.1423	3306	0	Vent
857	-91.772433	-2.599303	4112	-2.817173	-92.039775	-2.417423	-91.50868	1077.2	-5435377.884	-151143.4672	4120	0	Vent
858	-92.29838	-2.75346	4324	-2.757803	-92.301503	-2.758992	-92.298231	0	-5469731.498	-162334.6402	4330	1	NoVent
859	-87.078121	3.442925	1730	3.44813	-87.09106	3.432961	-87.073809	705.7	-5161747.363	203983.8357	1731	0	Vent
860	-103.761192	3.410528	5358	3.412253	-103.755421	3.435334	-103.737338	300.9	-6150362.474	199851.9645	5361	0	Vent
861	-103.851571	3.241246	5369	3.220663	-103.86097	3.250644	-103.838127	364.4	-6155956.638	192365.0327	5370	0	Vent
862	-103.986423	2.945719	5364	2.93319	-103.999605	2.947277	-103.990278	407.5	-6163873.779	174771.6299	5364	0	Vent
863	-104.231739	2.512472	5312	2.404159	-104.304836	2.576907	-104.20823	471.9	-6177348.513	149725.704	5409	0	Vent
864	-104.854924	2.322116	5482	2.194815	-104.889188	2.4167	-104.81602	213	-6215717.812	137790.8236	5484	0	Vent
865	-104.441021	2.126487	5371	2.127669	-104.437036	2.137568	-104.430183	205	-6190225.888	126294.8436	5372	0	Vent
866	-104.357097	2.166297	5375	2.168405	-104.3647	2.191248	-104.34871	289.2	-6184728.348	129891.7878	5382	0	Vent
867	-104.58735	1.824147	5394	1.806895	-104.603649	1.835449	-104.582472	854.2	-6199056.875	108090.4744	5396	0	Vent
868	-104.734754	1.59497	5402	1.601276	-104.727497	1.51966	-104.775562	375	-6211118.098	89246.30731	5408	0	Vent
869	-103.639523	0.286273	5291	0.287488	-103.640148	0.266985	-103.656581	125.3	-6143409.544	16917.10732	5292	0	Vent
870	-102.819293	-0.922971	5286	-0.927268	-102.833842	-0.92576	-102.812886	538	-6094758.471	-55221.50061	5326	0	Vent
871	-103.685788	-1.921448	5625	-1.911724	-103.691744	-1.941877	-103.688728	388.8	-6145376.762	-113660.5565	5628	0	Vent
872	-103.582498	-2.235146	5655	-2.19738	-103.601418	-2.287386	-103.566894	524.2	-6140229.536	-132663.2246	5658	0	Vent
873	-104.559935	-3.25849	5794	-3.246203	-104.571619	-3.275602	-104.559709	761.4	-6198630.138	-191990.8994	5813	0	Vent
874	-105.690395	-3.063386	5866	-3.068135	-105.698009	-3.057129	-105.691073	280	-6265739.383	-182651.7595	5879	0	Vent
875	-107.515199	-2.705056	6027	-2.703624	-107.5204	-2.715986	-107.514973	326.2	-6374564.165	-161352.6321	6038	0	Vent
876	-108.254812	-3.054459	6198	-3.061319	-108.290166	-3.055138	-108.222775	372.8	-6415814.98	-180836.3505	6198	0	Vent
877	-108.009975	-4.227639	6534	-4.234498	-108.075481	-4.215804	-107.952157	572.4	-6399083.783	-249827.8329	6561	0	Vent
878	-108.275215	-4.258243	6498	-4.267031	-108.284032	-4.257632	-108.263449	139.4	-6419461.571	-253586.6008	6519	0	Vent
879	-108.162998	-4.23529	6551	-4.234194	-108.16952	-4.235503	-108.13478	291	-6408341.728	-251709.8254	6578	0	Vent
880	-108.910262	-3.982801	6459	-3.98762	-108.917579	-3.981909	-108.882125	233.4	-6453752.642	-235948.1637	6459	0	Vent
881	-106.405635	-8.726996	4614	-8.717978	-106.46946	-8.731848	-106.362871	2621.8	-6305596.272	-516084.1311	4721	0	Vent
882	-82.657324	33.659974	1445	33.64408	-82.703867	33.663877	-82.626011	507.5	-4898294.682	1995138.252	1471	0	Vent
883	-82.83765	33.592555	1369	33.587321	-82.852593	33.592079	-82.826133	372	-4909922.756	1991057.388	1386	0	Vent
884	-84.631207	30.816745	340	30.80618	-84.64634	30.817792	-84.623307	438.5	-5015896.808	1826665.943	350	0	Vent
885	-84.571098	30.851673	226	30.840445	-84.589043	30.851676	-84.559918	412.7	-5014434.291	1828057.252	263	0	Vent
886	-102.222954	-2.04432	5559	-2.021953	-102.228189	-2.071446	-102.226666	317.5	-6058842.58	-120623.2886	5557	0	Vent
887	-98.802502	-0.097628	4515	-0.094107	-98.816493	-0.110477	-98.792127	379.5	-5856359.355	-6238.571871	4550	0	Vent
888	-98.860986	-0.040769	4632	-0.042901	-98.869983	-0.051467	-98.859894	416.1	-5860141.2	-3013.170521	4705	0	Vent
889	-83.124476	3.325923	1051	3.323353	-83.138277	3.322211	-83.115244	114.6	-4927398.219	197121.9187	1058	0	Vent
890	-83.06518	3.433956	1025	3.429102	-83.049476	3.429102	-83.055377	264.5	-4923291.079	203093.9422	1045	0	Vent
891	-94.843637	5.339288	3655	5.344332	-94.85325	5.339002	-94.838592	445.8	-5622039.441	316514.273	3658	0	Vent
892	-112.753061	-6.759334	7127	-6.7383	-112.751633	-6.740013	-112.742496	300.2	-6683860.542	-399866.2397	7136	0	Vent
893	-112.300352	-6.868721	7085	-6.77127	-112.462473	-6.899761	-112.238804	146.7	-6653311.319	-408677.2871	7093	0	Vent
894	-111.425259	-7.279259	7010	-7.28701	-111.446734	-7.280376	-111.425175	415	-6604233.089	-432233.2623	7014	0	Vent
895	-110.95556	-7.172648	6952	-7.15463	-110.917403	-7.196508	-111.019244	798	-6576972.916	-425840.2145	6970	0	Vent
896	-113.615774	-8.440566	7162	-8.445682	-113.626124	-8.446396	-113.609706	141	-6734929.897	-500400.8726	7177	0	Vent
897	-113.387614	-8.390025	7115	-8.404182	-113.414621	-8.4068	-113.363939	265	-6720449.548	-498014.3316	7128	0	Vent
898	-113.130574	-8.457895	7070	-8.462165	-113.148576	-8.460499	-113.119308	784.5	-6705662.067	-502172.7191	7195	0	Vent
899	-113.056927	-8.44201	7191	-8.450695	-113.087503	-8.443081	-113.044673	656.1	-6701989.337	-500344.817	7209	0	Vent
900	-112.781114	-8.371252	7050	-8.387075	-112.820732	-8.367088	-112.743162	1127.3	-6685354.162	-497603.9788	7143	0	Vent
901	-112.560175	-8.325043	6814	-8.337059	-112.617877	-8.32302	-112.494145	1170.1	-6669939.327	-492461.5708	7104	0	Vent
902	-112.563063	-8.459339	7064	-8.471117	-112.610771	-8.433046	-112.500602	771.8	-6671498.369	-502114.4519	7094	0	Vent
903	-112.282918	-8.277389	7101	-8.286074	-112.323964	-8.271797	-112.251628	727.8	-6653361.133	-490136.2082	7193	0	Vent
904	-111.910354	-8.290385	7094	-8.304067	-111.95711	-8.280749	-111.876208	902.3	-6631607.538	-492074.3938	7111	0	Vent
905	-109.426846	-5.687901	6813	-5.694207	-109.432438	-5.697062	-109.426251	371.6	-6486647.645	-336929.3117	6814	0	Vent
906	-109.5429	-5.714402	6737	-5.722047	-109.551887	-5.720857	-109.543797	331.9	-6492677.993	-338771.6279	6737	0	Vent
907	-100.052967	-1.806889	5868	-1.813881	-100.053666	-1.804081	-100.050199	260.3	-5931404.81	-107090.103	5928	0	Vent
908	-99.508721	-1.99515	6180	-1.996884	-99.504726	-1.994622	-99.502465	139.4	-5898070.087	-118299.9918	6230	0	Vent
909	-99.2965	-1.919846	6105	-1.921085	-99.296522	-1.921085	-99.295184	0	-5885566.885	-114149.4592	6118	1	NoVent
910	-99.564749	-1.588665	5925	-1.590078	-99.567054	-1.588739	-99.563485	114.6	-5902237.387	-93723.34634	6005	0	Vent
911	-99.385314	-1.212429	5940	-1.208934	-99.390444	-1.225888	-99.386429	821.3	-5891109.295	-72006.39811	5940	0	Vent
912	-99.503008	-1.119817	5977	-1.116322	-99.50799	-1.125542	-99.502041	225.8	-5898493.064	-65924.05233	5997	0	Vent
913	-98.98496	-0.86031	5193	-0.858154	-98.988752	-0.872431	-98.977896	144.6	-5866591.287	-51169.87304	5205	0	Vent
914	-99.085289	-0.894075	5276	-0.899801	-99.087446	-0.896975	-99.087	193.9	-5873946.598	-53372.60758	5286	0	Vent
915	-99.202984	-0.936522	5319	-0.936448	-99.208114	-0.944627	-99.204991	153.9	-5879989.906	-55770.1748	5348	0	Vent
916	-98.363688	-0.466709	4609	-0.475855	-98.379972	-0.466932	-98.352608	446.9	-5830900.962	-27964.47307	4646	0	Vent
917	-90.872618	-1.089119	4105	-1.100899	-90.883308	-1.085195	-90.864273	174.5	-5386319.86	-64158.56524	4124	0	Vent
918	-86.185897	-0.936972	3100	-0.928644	-86.261802	-0.92674	-86.148064	328.1	-5105699.442	-54425.89747	3149	0	Vent
919	-106.635474	2.980555	5800	2.972941	-106.638389	2.980971	-106.629763	518.3	-6320370.786	176633.4156	5809	0	Vent
920	-106.663772	2.932963	5789	2.933781	-106.664738	2.928278	-106.665333	230.7	-6322183.547	173990.1111	5789	0	Vent
921	-105.933722	5.202007	6304	5.18483	-105.948073	5.207733	-105.929929	374.8	-6278653.464	309114.9413	6307	0	Vent
922	-106.37623	5.291583	6252	5.310395	-106.381807	5.276637	-106.37913	194.1	-6305469.615	314642.8404	6259	0	Vent
923	-107.220407	6.962687	6723	6.974361	-107.23803	6.934505	-107.197876	310.5	-6354551.683	411919.9009	6749	0	Vent
924	-85.25829	32.666651	873	32.630334	-85.294156	32.647585	-85.273187	276.8	-5054360.468	1934982.241	889	0	Vent
925	-84.721603	33.789821	642	33.782906	-84.728369	33.789896	-84.718256	363.5	-5020984.192	2002665.637	648	0	Vent
926	-84.595547	33.89401	552	33.879956	-84.612129	33.900776	-84.582386	415.8	-5014481.266	2008689.052	553	0	Vent
927	-86.963639	36.399807	1035	36.385242	-86.962048	36.403683	-86.937658	203.4	-5155714.466	2155878.121	1075	0	Vent
928	-75.978495	37.38669	1737	37.384875	-75.985544	37.382765	-75.979965	285.4	-4504170.718	2216041.752	1740	0	Vent
929	-125.25346	8.388502	1580	8.386458	-125.259978	8.389473	-125.246861	172.6	-7424369.43	497238.6012	1580	0	Vent
930	-125.306504	8.378332	1524	8.375151	-125.311086	8.377111	-125.302644	112.8	-7428036.925	496690.613	1524	0	Vent
931	-125.123542	8.443289	1797	8.44026	-125.125596	8.452395	-125.101801	117.8	-7415509.214	500883.819	1840	0	Vent
932	-126.658572	9.115353	717	9.135251	-126.698603	9.093908	-126.563866	284.1	-7510098.655	541643.3353	783	0	Vent
933	-123.07039	6.931417	4958	6.927401	-123.068308	6.927401	-123.063549	214.4	-7295137.864	410531.8221	4958	0	Vent
934	-123.292911	6.411507	4887	6.406697	-123.293632	6.405793	-123.296949	137.3	-7308158.489	379968.231	4887	0	Vent
935	-123.037116	6.415667	5029	6.406847	-123.034251	6.406696	-123.023698	496.5	-7292886.283	379969.3579	5087	0	Vent
936	-123.024638	6.363676	5051	6.373981	-123.027166	6.351668	-123.023246	695.2	-7292371.767	376778.6141	5055	0	Vent
937	-123.207646	6.05381	4638	6.057956	-123.208099	6.039261	-123.202671	446.4	-7303502.163	358652.9806	4645	0	Vent
938	-122.887382	5.897837	4994	5.895349	-122.882558	5.886605	-122.876075	514.6	-7284501.678	349435.949	5041	0	Vent
939	-122.860347	5.837528	4712	5.827205	-122.856476	5.840321	-122.85723	471.3	-7282636.832	346165.7733	4712	0	Vent
940	-122.83955	5.783457	4580	5.787452	-122.835329	5.773733	-122.832766	618.5	-7281234.883	342935.3692	4580	0	Vent
941	-122.814595	5.70859	4465	5.71349	-122.810223	5.709472	-122.806765	0	-7279882.583	338649.9793	4472	1	NoVent
942	-122.635746	5.795935	5020	5.792991	-122.63116	5.785139	-122.635086	500.8	-7269679.112	343361.8756	5121	0	Vent
943	-122.565038	5.864563	5023	5.860101	-122.570392	5.847609	-122.562183	855.3	-7264658.611	347099.7433	5115	0	Vent
944	-122.997603	5.783457	4552	5.783279	-122.991178	5.773642	-122.987609	535.2	-7290078.717	342465.1922	4573	0	Vent
945	-122.95393	5.702351	4858	5.702173	-122.94822	5.689324	-122.951432	588.7	-7288708.652	337873.9692	4919	0	Vent
946	-122.966408	5.565095	4920	5.572254	-122.969635	5.55298	-122.96214	999.1	-7288678.182	330008.9584	4920	0	Vent
947	-122.55464	5.791776	5352	5.797308	-122.556068	5.783745	-122.55464	499.7	-7264135.349	343403.0612	5352	0	Vent
948	-123.224283	6.311685	4790	6.315933	-123.222572	6.309902	-123.221065	142.7	-7304410.748	374862.9732	4803	0	Vent
949	-123.386495	6.619471	4776	6.619848	-123.384686	6.610953	-123.383781	128.6	-7313654.858	392489.8553	4776	0	Vent
950	-123.020479	6.085004	4625	6.090356	-123.015051	6.077542	-123.014599	411.1	-7292764.993	360535.3145	4645	0	Vent
951	-123.037116	6.041332	4675	6.039749	-123.032442	6.035678	-123.031538	227.8	-7293270.481	357787.5521	4678	0	Vent
952	-123.340743	6.124517	4617	6.124141	-123.339537	6.117658	-123.338783	280.6	-7310968.308	362855.4394	4617	0	Vent
953	-123.290832	6.147393	4663	6.145549	-123.289031	6.140574	-123.28677	254.3	-7307628.313	364232.5642	4669	0	Vent
954	-120.203639	6.512988	4452	6.517436	-120.215851	6.502058	-120.200624	441.5	-7125203.605	385543.4245	4462	0	Vent
955	-120.125121	6.512988	4434	6.505978	-120.135042	6.513214	-120.12464	463.4	-7121082.593	386000.4	4439	0	Vent
956	-117.021545	8.026962	2837	8.010604	-117.025917	8.035329	-117.019887	597.9	-6936330.381	476737.5946	2845	0	Vent
957	-116.478991	7.587952	2856	7.591194	-116.487283	7.567825	-116.467081	1820.6	-6903004.529	449938.585	2863	0	Vent
958	-121.015869	10.145649	2532	10.077279	-120.91727	10.185828	-121.071651	183.4	-7170581.018	600910.6355	2551	0	Vent
959	-109.745369	20.060148	2710	20.057359	-109.758033	20.061128	-109.737077	593.1	-6507078.377	1189469.654	2730	0	Vent
960	-108.038645	20.255985	2118	20.267311	-108.04169	20.225242	-108.043404	187.7	-6404228.784	1200155.403	2118	0	Vent
961	-107.285325	19.904208	1910	19.921291	-107.291387	19.86347	-107.282464	620.7	-6360227.575	1179854.002	1918	0	Vent
962	-104.985472	24.763858	2006	24.756094	-104.98698	24.761521	-104.984266	287.8	-6224014.525	1468229.84	2016	0	Vent
963	-105.00459	24.443229	2014	24.43848	-105.008208	24.449335	-105.006851	330.6	-6224056.05	1449224.654	2026	0	Vent
964	-117.601886	27.288553	2170	27.297524	-117.592087	27.274306	-117.643647	844.9	-6969529.924	1617347.258	2184	0	Vent
965	-120.55497	26.346522	1365	26.377503	-120.545171	26.309509	-120.572911	237.4	-7145148.551	1564089.687	1386	0	Vent
966	-127.59558	15.809565	1077	15.829691	-127.642165	15.775718	-127.557587	331.7	-7558611.165	934301.8399	1102	0	Vent
967	-124.471416	15.709842	1171	15.672528	-124.493276	15.730119	-124.456038	320.3	-7379444.134	929617.8487	1184	0	Vent
968	-123.563557	14.775677	1246	14.784346	-123.576975	14.75163	-123.563105	127.9	-7323887.824	874067.7961	1266	0	Vent
969	-123.464677	15.404609	1180	15.400765	-123.478396	15.397297	-123.456837	196.6	-7318269.315	913017.5203	1180	0	Vent
970	-123.516695	14.998849	1215	14.999226	-123.527701	14.979928	-123.508404	145.5	-7320602.363	889378.0286	1214	0	Vent
971	-122.157409	15.386323	1906	15.398309	-122.160424	15.368608	-122.157107	335	-7240809.611	911203.0113	1911	0	Vent
972	-121.279519	15.431298	2058	15.443886	-121.276805	15.394738	-121.288263	403.2	-7189610.75	914435.8477	2070	0	Vent
973	-121.022116	15.194616	2062	15.22605	-121.02679	15.17253	-121.023926	466.8	-7174291.224	901773.2803	2072	0	Vent
974	-120.964717	15.031983	2095	15.03236	-120.96532	15.020902	-120.970747	343.9	-7170113.132	890749.6901	2097	0	Vent
975	-121.077125	15.37997	2039	15.376729	-121.077878	15.369643	-121.081497	312.8	-7177004.579	911579.6112	2044	0	Vent
976	-121.139308	15.058292	2146	15.061382	-121.138554	15.035753	-121.146544	233.9	-7180355.92	892220.814	2146	0	Vent
977	-121.428699	14.911204	2200	14.950026	-121.414527	14.919722	-121.425081	456.5	-7198783.386	881474.9256	2227	0	Vent
978	-121.626011	14.222405	2241	14.23341	-121.629128	14.209616	-121.627606	466.8	-7210458.555	843143.0197	2250	0	Vent
979	-120.741096	15.504337	1945	15.469787	-120.759751	15.50881	-120.741286	208.4	-7157594.334	918020.5198	1963	0	Vent
980	-122.605635	13.383429	2264	13.384096	-122.602399	13.375149	-122.613249	406.5	-7266980.326	792583.6451	2269	0	Vent
981	-122.425839	14.61007	2044	14.619683	-122.43212	14.59151	-122.428504	494.4	-7256712.235	864716.9538	2055	0	Vent
982	-126.333614	18.210263	987	18.220381	-126.338527	18.180674	-126.340312	1090.8	-7489630.731	1078751.968	1121	0	Vent
983	-127.044731	14.424386	1084	14.439927	-127.092469	14.372112	-126.97543	204.2	-7530360.312	855039.1929	1084	0	Vent
984	-127.215573	16.646021	1153	16.643567	-127.286213	16.637172	-127.194604	350.3	-7542027.061	987072.8861	1147	0	Vent
985	-127.392712	16.693028	1137	16.693251	-127.444168	16.680759	-127.383641	203.8	-7549920.504	988039.8138	1146	0	Vent
986	-126.988679	16.125917	1186	16.128073	-126.999981	16.112904	-126.97232	191.9	-7526724.688	955575.3475	1188	0	Vent
987	-122.614579	19.852322	499	19.860279	-122.621271	19.837079	-122.615917	284	-7268382.131	1175644.51	501	0	Vent
988	-128.589764	13.827342	711	13.81656	-128.59601	13.833513	-128.58441	270.2	-7622119.366	819454.938	711	0	Vent
989	-128.342238	15.91103	868	15.910509	-128.353094	15.900397	-128.334058	271.8	-7607735.042	943041.0943	866	0	Vent
990	-128.301132	16.209308	926	16.209531	-128.325819	16.203879	-128.275404	288.2	-7605950.127	960222.1198	936	0	Vent
991	-128.997071	14.985367	669	14.988713	-129.010158	14.972652	-128.986215	248.3	-7645712.305	887958.4279	670	0	Vent
992	-128.789957	22.705529	-714	22.717798	-128.823716	22.678537	-128.762742	119.9	-7633748.811	1345148.283	-708	0	Vent
993	-126.686325	15.94291	1213	15.949528	-126.703725	15.936738	-126.669818	275.3	-7508193.492	944490.7202	1232	0	Vent
994	-138.775577	20.536951	-628	20.535836	-138.795058	20.523938	-138.761151	357.7	-8224991.766	1216462.621	-460	0	Vent
995	-132.098633	13.980344	914	13.979508	-132.098222	13.979889	-132.096509	60	-7830021.868	828676.4215	914	0	Vent
996	-132.114238	14.050779	1088	14.04978	-132.112525	14.050636	-132.111287	67.9	-7830989.175	832817.5891	1088	0	Vent
997	-132.21787	16.63367	16756	16.633051	-132.216157	16.634003	-132.218441	53.5	-7837005.024	986044.5958	16756	0	Vent
998	-134.126294	14.818016	8173	14.819741	-134.11856	14.814625	-134.124509	39.9	-7949990.837	878337.639	8187	0	Vent
999	-133.321765	15.035328	8926	15.035744	-133.32129	15.026583	-133.320338	50.8	-7902717.33	891303.361	8926	0	Vent
1000	-132.358672	14.003712	1601	14.003771	-132.356768	13.997466	-132.360337	50.5	-7845393.289	830010.7858	1601	0	Vent
1001	-130.514262	15.870635	7249	15.873312	-130.509385	15.870932	-130.509028	63.1	-7736117.267	940815.9477	7249	0	Vent
1002	-128.672109	18.060207	989	18.057589	-128.670562	18.057054	-128.669254	55.6	-7626788.784	1070458.294	1008	0	Vent
1003	-128.671444	18.019013	921	18.019628	-128.668005	18.012561	-128.670075	78.6	-7626783.224	1068101.144	921	0	Vent
1004	-128.302234	18.745712	1370	18.744034	-128.299235	18.740608	-128.29945	186.2	-7604974.536	1111108.298	1370	0	Vent
1005	-131.694309	19.407945	15561	19.409123	-131.692953	19.406482	-131.690669	167.7	-7806021.861	1150514.307	15561	0	Vent
1006	-128.524316	19.278736	1947	19.271705	-128.525172	19.27406	-128.521603	56.4	-7617503.693	1142660.845	1959	0	Vent
1007	-128.395414	19.300455	1651	19.298706	-128.392416	19.29842	-128.388633	90.3	-7610540.091	1143998.985	1651	0	Vent
1008	-128.328133	19.284153	1463	19.278948	-128.328853	19.285373	-128.327497	102.2	-7606763.614	1143100.442	1463	0	Vent
1009	-129.232306	20.600895	2456	20.599503	-129.232306	20.601859	-129.230522	80.2	-7660155.082	1220980.654	2456	0	Vent
1010	-129.267385	21.080303	1636	21.082837	-129.266243	21.078125	-129.26246	93.4	-7662005.89	1249558.177	1633	0	Vent
1011	-129.189253	21.205621	1191	21.203943	-129.189753	21.210082	-129.180473	184.2	-7657699.05	1256752.256	1197	0	Vent
1012	-129.133127	21.262427	1042	21.26182	-129.133698	21.264604	-129.131628	65.8	-7654479.364	1260336.603	1042	0	Vent
1013	-129.352427	20.906047	2259	20.904869	-129.348858	20.906511	-129.346574	72.2	-7667486.79	1239059.964	2259	0	Vent
1014	-129.019089	21.7087	200	21.73596	-129.014767	21.705621	-129.012982	153.3	-7647482.824	1287267.456	192	0	Vent
1015	-127.980176	22.327349	-509	22.334324	-127.993204	22.311957	-127.943354	112	-7584188.797	1322460.98	-495	0	Vent
1016	-128.748287	21.500749	293	21.497834	-128.75019	21.501879	-128.742219	149.1	-7631415.891	1274540.914	293	0	Vent
1017	-133.418571	22.070016	8334	22.071578	-133.417232	22.070834	-133.413961	150.5	-7907939.224	1308468.57	8352	0	Vent
1018	-130.445009	20.588871	7600	20.589337	-130.443137	20.587481	-130.44278	93.4	-7731902.258	1220394.876	7600	0	Vent
1019	-132.990044	22.161621	8237	22.162085	-132.98469	22.1623	-132.992757	84.6	-7882902.324	1313559.934	8237	0	Vent
1020	-133.343339	22.665224	7676	22.667115	-133.343981	22.665045	-133.338556	55.6	-7903674.496	1342767.653	7686	0	Vent
1021	-133.855635	22.181174	7992	22.180425	-133.856491	22.181853	-133.85385	70.7	-7934193.032	1314871.265	7992	0	Vent
1022	-135.387109	21.742699	7548	21.742997	-135.383778	21.746447	-135.388656	71.8	-8025850.809	1289523.933	7556	0	Vent
1023	-136.411593	16.462671	9668	16.458008	-136.406385	16.459208	-136.414552	41.1	-8085628.967	975832.5639	9668	0	Vent
1024	-136.626213	16.918927	9876	16.916643	-136.625369	16.917535	-136.622335	68.6	-8098629.791	1002809.296	9876	0	Vent
1025	-136.033353	15.929921	9605	15.930714	-136.030238	15.929191	-136.023575	52	-8062971.956	944372.4113	9614	0	Vent
1026	-138.421236	14.327948	-487	14.329036	-138.41394	14.328084	-138.420317	103	-8204682.237	849559.8002	-484	0	Vent
1027	-139.227966	17.758094	-256	17.762044	-139.222731	17.755667	-139.223778	164	-8252340.131	1052796.08	-238	0	Vent
1028	-130.349994	16.143886	7677	16.146885	-130.35085	16.142602	-130.342951	159.7	-7726211.04	957021.3063	7677	0	Vent
1029	-127.963079	16.469721	982	16.521212	-128.072724	16.427521	-127.875527	839.7	-7579903.751	973610.1121	1014	0	Vent
1030	-134.894305	21.284788	8400	21.284937	-134.887761	21.284342	-134.894602	194.8	-7995709.088	1261670.535	8400	0	Vent
1031	-138.564587	24.120855	-2390	24.057354	-138.623776	24.142717	-138.502126	284.6	-8217173.625	1426494.115	-2387	0	Vent
1032	-134.655467	15.732676	12324	15.734015	-134.660672	15.732379	-134.650262	211.5	-7981425.123	932393.0702	12324	0	Vent
1033	-133.624079	16.023234	14902	16.015278	-133.625864	16.024944	-133.623484	136.5	-7920366.093	949531.1785	14902	0	Vent
1034	-130.267416	18.249876	10252	18.243407	-130.273662	18.259319	-130.267713	167.1	-7721587.063	1081920.891	10267	0	Vent
1035	-133.713905	21.995014	8378	21.997765	-133.714946	21.992858	-133.696505	126.2	-7925808.954	1303811.273	8378	0	Vent
1036	-131.776332	19.747786	14395	19.753511	-131.787486	19.748009	-131.771425	728.3	-7810985.323	1171352.205	14322	0	Vent
1037	-128.178918	14.326479	802	14.393469	-128.376294	14.268547	-127.931335	681.7	-7590641.874	845338.8716	865	0	Vent
1038	-128.264967	15.554124	878	15.514708	-128.32964	15.588757	-128.20172	341.1	-7600743.003	923180.367	908	0	Vent
1039	-105.228032	4.564167	6117	4.554233	-105.231172	4.563513	-105.232886	148.8	-6237482.45	270249.0886	6119	0	Vent
1040	-98.480754	-14.382493	7179	-14.372428	-98.466477	-14.390988	-98.491318	264.1	-5837357.643	-852725.2785	7209	0	Vent
1041	-97.211395	-16.728704	6162	-16.733344	-97.226957	-16.759613	-97.182556	157.1	-5760029.382	-993499.9839	6160	0	Vent
1042	-97.016037	-16.377556	6210	-16.374914	-97.027458	-16.382053	-97.012896	84.6	-5752117.376	-969946.733	6211	0	Vent
1043	-116.349196	-6.896051	8271	-6.900976	-116.352622	-6.903546	-116.350338	149.6	-6896563.392	-409036.346	8269	0	Vent
1044	-116.319066	-6.912789	8234	-6.916538	-116.319928	-6.917965	-116.318501	48.2	-6894608.552	-410043.3847	8228	0	Vent
1045	-120.480264	-10.097412	16444	-10.090774	-120.482977	-10.095057	-120.480693	111.7	-7140547.072	-599384.7379	16446	0	Vent
1046	-121.444051	2.680641	3560	2.680284	-121.447477	2.677714	-121.419067	174.3	-7198348.845	159044.2874	3560	0	Vent
1047	-107.952359	-2.408679	6219	-2.41546	-107.955071	-2.409321	-107.949789	382.7	-6399105.748	-142955.6501	6236	0	Vent
1048	-107.916649	-2.387253	6172	-2.392046	-107.926089	-2.385907	-107.920807	320.8	-6396351.201	-141862.7169	6175	0	Vent
1049	-99.212225	-0.853345	5249	-0.855844	-99.215224	-0.863268	-99.21194	94.6	-5880436.151	-51601.5237	5292	0	Vent
1050	-99.162232	-0.856024	5264	-0.855416	-99.168824	-0.860841	-99.165112	308.6	-5877651.985	-51136.08565	5273	0	Vent
1051	-99.056889	-0.698902	5073	-0.704256	-99.062885	-0.711679	-99.052463	518.9	-5871651.758	-41846.08385	5086	0	Vent
