FID	Longitude	Latitude	Elevation	v1_lat	v1_long	v2_lat	v2_long	Width	peak_east	peak_north	peak_elev	noVentInt	noVent
421	-102.098494	-15.353413	6978	-15.370738	-102.1037	-15.345903	-102.093587	784.1	-6051298.85	-910640.1249	6989	0	Vent
422	-102.358637	-14.719106	6961	-14.725575	-102.368303	-14.712786	-102.361463	327.9	-6067497.266	-872711.7405	6963	0	Vent
423	-101.373183	-14.620127	7122	-14.633884	-101.378537	-14.605925	-101.376455	494.4	-6009194.791	-867564.1259	7127	0	Vent
424	-101.61685	-14.378504	7056	-14.376942	-101.616553	-14.376942	-101.616106	0	-6023062.632	-852353.3858	7056	1	NoVent
425	-101.023121	-14.343977	7140	-14.338103	-101.02907	-14.360708	-101.02089	547.4	-5987861.067	-850907.6744	7144	0	Vent
426	-100.718272	-13.673844	7072	-13.641052	-100.744446	-13.722846	-100.684067	624.4	-5969300.396	-812031.9925	7099	0	Vent
427	-100.77328	-14.96362	7093	-14.942577	-100.781162	-14.966074	-100.766142	408.4	-5972679.473	-886105.1208	7105	0	Vent
428	-100.826833	-14.719287	7206	-14.715792	-100.830253	-14.751484	-100.819248	309.5	-5975430.661	-874042.5926	7216	0	Vent
429	-100.696298	-15.525922	7082	-15.48629	-100.710426	-15.561391	-100.684401	332.3	-5967540.947	-922253.4302	7085	0	Vent
430	-100.779974	-15.212975	7161	-15.141219	-100.787113	-15.275658	-100.778487	380	-5973490.925	-905522.9744	7170	0	Vent
431	-100.52305	-15.153563	7153	-15.152894	-100.53569	-15.162412	-100.525875	455.4	-5958261.794	-898218.6562	7153	0	Vent
432	-100.985152	-15.304496	6974	-15.31855	-100.994819	-15.287468	-100.967752	202.9	-5984603.44	-906107.3291	6984	0	Vent
433	-100.94956	-15.588756	6921	-15.607569	-100.961308	-15.582435	-100.94956	390.5	-5984245.438	-923616.8238	6926	0	Vent
434	-100.927677	-15.530672	6959	-15.533869	-100.935113	-15.54309	-100.923365	281.3	-5982237.526	-920745.1332	6957	0	Vent
435	-100.705056	-15.664019	7043	-15.664093	-100.711749	-15.681939	-100.700297	540.3	-5970234.241	-929146.3899	7047	0	Vent
436	-100.712096	-15.802939	6970	-15.791711	-100.714922	-15.825767	-100.719086	300.9	-5969416.706	-935720.08	6983	0	Vent
437	-100.916957	-16.015778	6959	-16.001129	-100.913685	-16.025221	-100.92588	358.8	-5980941.281	-948617.7085	6967	0	Vent
438	-100.692854	-16.16737	6814	-16.157629	-100.714864	-16.184547	-100.681254	411.2	-5969807.555	-957145.0374	6830	0	Vent
439	-100.767242	-16.214303	6836	-16.200844	-100.775868	-16.230587	-100.773191	446.4	-5973108.578	-961592.9349	6838	0	Vent
440	-100.618701	-16.34454	6798	-16.344763	-100.625244	-16.359338	-100.605167	301.5	-5964286.903	-969490.4516	6801	0	Vent
441	-100.670326	-16.660162	6805	-16.629898	-100.684901	-16.6934	-100.670772	836.7	-5966628.398	-986590.2235	6811	0	Vent
442	-100.568102	-16.812307	6711	-16.80554	-100.575241	-16.822196	-100.564831	1053.8	-5960118.478	-996788.3942	6714	0	Vent
443	-101.009771	-16.63608	6776	-16.718335	-101.034309	-16.649807	-101.020508	417.7	-5988000.596	-985713.5833	6777	0	Vent
444	-100.423138	-14.739676	7428	-14.706007	-100.457878	-14.748123	-100.420283	1135.5	-5952187.245	-874471.9292	7442	0	Vent
445	-100.467388	-14.445608	7425	-14.446726	-100.474051	-14.452627	-100.468626	293.6	-5955487.17	-856373.2685	7433	0	Vent
446	-100.252727	-13.933492	7447	-13.933778	-100.258438	-13.931303	-100.246255	429.3	-5942991.669	-826295.6316	7455	0	Vent
447	-100.263661	-14.243287	7268	-14.235197	-100.269372	-14.260705	-100.253001	546.6	-5942488.873	-845768.6372	7285	0	Vent
448	-100.297192	-14.361374	7344	-14.354235	-100.300047	-14.365086	-100.295859	374.5	-5943410.122	-852268.895	7348	0	Vent
449	-100.034048	-14.679916	7387	-14.66897	-100.047563	-14.686483	-100.03519	600.5	-5929096.555	-870350.6791	7397	0	Vent
450	-100.076326	-15.786066	6999	-15.764651	-100.084321	-15.814715	-100.073851	282.2	-5932285.207	-935627.5729	7001	0	Vent
451	-100.303752	-15.620964	7007	-15.614397	-100.312508	-15.62696	-100.306417	363	-5945758.762	-926287.5681	7013	0	Vent
452	-100.017622	-16.328968	6805	-16.332489	-100.023333	-16.330205	-100.015528	363.5	-5928150.426	-967628.0515	6813	0	Vent
453	-99.970004	-15.943331	6960	-15.927055	-99.996083	-15.960749	-99.949826	391.5	-5924001.721	-945822.7773	6968	0	Vent
454	-100.052547	-15.065184	7280	-15.059568	-100.05902	-15.075748	-100.04836	850.8	-5930466.014	-892633.0116	7291	0	Vent
455	-100.251198	-16.223824	6820	-16.217447	-100.260525	-16.230772	-100.25215	546.6	-5942528.678	-962436.5845	6839	0	Vent
456	-100.298914	-16.336524	6811	-16.345756	-100.305767	-16.329005	-100.301198	310	-5945162.406	-968541.3841	6811	0	Vent
457	-100.23694	-16.99249	6505	-16.998677	-100.242461	-16.987636	-100.241128	335.1	-5942115.167	-1007008.935	6508	0	Vent
458	-98.868366	-20.232868	5274	-19.976219	-98.957739	-20.520164	-98.816399	203.5	-5861917.171	-1193582.101	5302	0	Vent
459	-98.455697	-21.568562	4987	-21.428293	-98.503524	-21.573262	-98.44957	232.7	-5840605.792	-1270099.177	5041	0	Vent
460	-100.006055	-13.542391	7439	-13.51755	-100.006426	-13.537451	-99.992707	322.8	-5927654.805	-801412.9853	7443	0	Vent
461	-99.837662	-13.554713	7500	-13.548758	-99.85108	-13.561271	-99.84912	304.3	-5918419.519	-803601.7041	7502	0	Vent
462	-99.652076	-13.775263	7517	-13.780012	-99.675143	-13.784384	-99.649212	364.1	-5906863.597	-817095.7666	7517	0	Vent
463	-99.815105	-14.902312	7334	-14.903141	-99.82204	-14.915504	-99.815407	429.9	-5916679.43	-883368.1073	7334	0	Vent
464	-99.941466	-15.636783	7080	-15.653665	-99.952543	-15.660137	-99.946737	243.8	-5924465.607	-928164.5851	7090	0	Vent
465	-99.41379	-15.441302	7219	-15.439517	-99.420905	-15.447012	-99.412101	380.7	-5892426.17	-915299.6446	7219	0	Vent
466	-99.765478	-15.70661	7198	-15.705123	-99.763455	-15.722612	-99.75822	499	-5912989.896	-930578.9467	7209	0	Vent
467	-99.756223	-16.27116	7030	-16.250519	-99.75075	-16.305722	-99.763123	756.7	-5912385.248	-964785.4605	7032	0	Vent
468	-99.666759	-16.132337	6919	-16.121569	-99.676514	-16.154763	-99.657598	315.4	-5908440.51	-954665.3414	6919	0	Vent
469	-99.509425	-17.242928	6463	-17.254052	-99.515849	-17.243345	-99.517991	318.6	-5897984.85	-1022733.661	6463	0	Vent
470	-99.318156	-16.447004	6793	-16.446469	-99.323272	-16.455273	-99.313635	490.2	-5886537.451	-974996.9789	6795	0	Vent
471	-99.237947	-16.493279	6739	-16.502618	-99.252818	-16.507853	-99.243657	169.6	-5881386.172	-977806.7487	6742	0	Vent
472	-99.45698	-16.610508	6725	-16.610924	-99.466498	-16.621513	-99.454125	728.3	-5895333.188	-984341.6527	6765	0	Vent
473	-99.188587	-15.993513	6841	-15.994643	-99.194179	-16.011299	-99.177523	529.9	-5880047.115	-947747.436	6841	0	Vent
474	-99.037064	-15.301171	7037	-15.292259	-99.041014	-15.296186	-99.034946	231.4	-5870857.43	-906731.0733	7036	0	Vent
475	-98.968268	-15.343507	7002	-15.335119	-98.967554	-15.342971	-98.958631	331.8	-5866559.545	-909257.4503	7009	0	Vent
476	-99.0794	-14.801077	7282	-14.805984	-99.100502	-14.804349	-99.089944	358	-5872639.106	-877282.8093	7291	0	Vent
477	-99.187886	-15.692778	7004	-15.68155	-99.203649	-15.699842	-99.170634	1210.5	-5879932.753	-929181.8784	7043	0	Vent
478	-99.541977	-12.299991	7256	-12.329808	-99.573356	-12.294562	-99.517885	418.1	-5903163.998	-731418.1078	7288	0	Vent
479	-98.856535	-16.653931	6492	-16.660549	-98.864566	-16.675123	-98.843745	611.2	-5860478.229	-986619.339	6495	0	Vent
480	-98.861962	-16.914435	6448	-16.911502	-98.867816	-16.916261	-98.85963	110.5	-5859623.634	-1002373.75	6450	0	Vent
481	-98.802263	-16.762474	6522	-16.749244	-98.803786	-16.760285	-98.803977	299.7	-5856394.731	-993440.4579	6522	0	Vent
482	-98.986787	-17.001269	6476	-17.000032	-99.009059	-17.023636	-98.970226	328.1	-5868884.342	-1007952.438	6488	0	Vent
483	-98.753419	-17.147803	6380	-17.137809	-98.752657	-17.15951	-98.751706	353	-5853561.264	-1017201.772	6387	0	Vent
484	-98.213239	-12.328671	7249	-12.343614	-98.236653	-12.333906	-98.195726	678.1	-5821703.906	-731408.695	7251	0	Vent
485	-98.258819	-12.072285	6928	-12.087038	-98.274238	-12.076758	-98.256344	208	-5824346.393	-716135.3315	6928	0	Vent
486	-98.45823	-12.254604	6990	-12.272402	-98.469271	-12.253747	-98.436339	552.3	-5835531.75	-726380.1782	6993	0	Vent
487	-97.951156	-13.211778	6852	-13.214348	-97.95896	-13.179322	-97.908516	440.8	-5804031.642	-781454.217	6865	0	Vent
488	-98.287306	-14.676027	7010	-14.681071	-98.304438	-14.687353	-98.287497	853	-5827544.119	-869548.936	7026	0	Vent
489	-98.14487	-14.704514	6924	-14.713175	-98.171139	-14.719267	-98.128309	700	-5819750.022	-872151.465	6948	0	Vent
490	-98.418348	-14.630447	7062	-14.613601	-98.433005	-14.628639	-98.413399	484.8	-5835071.806	-866116.6147	7073	0	Vent
491	-98.651944	-14.362666	7172	-14.351721	-98.647566	-14.358193	-98.640713	306.9	-5847124.092	-850458.3663	7175	0	Vent
492	-98.389861	-15.490765	6763	-15.490788	-98.403494	-15.496498	-98.382936	1182.8	-5832748.54	-918933.9271	6771	0	Vent
493	-98.347705	-15.786623	6733	-15.791821	-98.361787	-15.802223	-98.349274	179.5	-5829967.684	-937009.6326	6748	0	Vent
494	-97.991038	-15.268563	6765	-15.269393	-98.005511	-15.27482	-97.987721	434.5	-5806823.572	-906042.2825	6783	0	Vent
495	-98.036618	-15.730058	6848	-15.730737	-98.042045	-15.735712	-98.033301	531	-5810545.91	-932432.518	6849	0	Vent
496	-98.298701	-16.014931	6729	-16.013006	-98.310268	-16.013006	-98.305471	141.2	-5827149.748	-949507.6455	6729	0	Vent
497	-98.384163	-15.900982	6682	-15.898769	-98.382593	-15.914331	-98.38759	347.3	-5831412.248	-942174.7099	6687	0	Vent
498	-98.110685	-17.09745	6350	-17.090668	-98.125961	-17.111798	-98.107829	870.5	-5817529.091	-1012494.143	6360	0	Vent
499	-98.315794	-16.886644	6426	-16.876293	-98.342634	-16.880291	-98.33264	338	-5829069.088	-1000954.93	6434	0	Vent
500	-98.566482	-16.898039	6394	-16.889116	-98.572193	-16.896825	-98.567339	264.1	-5842989.676	-1000453.72	6398	0	Vent
501	-97.683375	-14.807069	6705	-14.805141	-97.68723	-14.808568	-97.680805	117.4	-5789763.22	-877731.0573	6709	0	Vent
502	-97.455476	-14.539288	6756	-14.551637	-97.463757	-14.541643	-97.447196	384.8	-5775748.538	-862407.6421	6761	0	Vent
503	-97.461174	-16.476426	6274	-16.473638	-97.481221	-16.482561	-97.468728	313.2	-5776744.637	-976825.5836	6281	0	Vent
504	-97.466871	-16.584678	6289	-16.582745	-97.48085	-16.584232	-97.47282	167.6	-5777674.728	-982387.4661	6291	0	Vent
505	-97.871391	-17.530457	6031	-17.525215	-97.864752	-17.546298	-97.861858	424.6	-5799858.482	-1039421.44	6043	0	Vent
506	-97.24467	-16.801182	6180	-16.801946	-97.260386	-16.86976	-97.163304	166.4	-5762853.632	-997234.7353	6219	0	Vent
507	-97.341527	-16.966408	6115	-16.962304	-97.33189	-16.984076	-97.311546	448.8	-5767909.333	-1006529.199	6122	0	Vent
508	-97.842904	-18.732623	5510	-18.732444	-97.840049	-18.751361	-97.830055	284.3	-5797585.991	-1111178.715	5521	0	Vent
509	-98.702354	-15.57213	6883	-15.558389	-98.712704	-15.584444	-98.700926	543.8	-5849426.637	-922157.4509	6888	0	Vent
510	-98.579411	-15.826796	6693	-15.81832	-98.61201	-15.849104	-98.577656	206.5	-5844686.49	-938835.1912	6708	0	Vent
511	-98.456469	-16.538105	6523	-16.54621	-98.455726	-16.534164	-98.453792	335.7	-5836862.463	-980113.4564	6528	0	Vent
512	-98.430124	-16.779599	6453	-16.766437	-98.461057	-16.76614	-98.444252	247.5	-5835524.437	-994457.5373	6453	0	Vent
513	-98.474032	-17.455781	6219	-17.445594	-98.483996	-17.482327	-98.483104	371.9	-5836984.628	-1033378.667	6229	0	Vent
514	-98.548676	-15.356982	6864	-15.36003	-98.556409	-15.370887	-98.549717	422.5	-5841605.005	-910745.8743	6867	0	Vent
515	-98.733089	-16.050727	6670	-16.03816	-98.772648	-16.055709	-98.709741	510.7	-5855065.07	-950441.4871	6682	0	Vent
516	-98.639565	-14.668066	7222	-14.676915	-98.654734	-14.678402	-98.640606	626.9	-5847075.804	-869838.6865	7240	0	Vent
517	-98.860861	-14.151709	7252	-14.151753	-98.852347	-14.16261	-98.856065	514	-5859596.393	-839271.2556	7262	0	Vent
518	-98.607951	-13.789907	7131	-13.77169	-98.622526	-13.788643	-98.622972	687.6	-5844821.098	-818513.8729	7148	0	Vent
519	-98.674692	-11.763117	7058	-11.786817	-98.692204	-11.743035	-98.658321	219	-5848506.999	-696691.7516	7061	0	Vent
520	-98.955702	-13.456207	7231	-13.462203	-98.968456	-13.459158	-98.947898	840.5	-5866035.819	-798909.4859	7247	0	Vent
521	-99.440446	-13.470258	7385	-13.442751	-99.47985	-13.451888	-99.462337	173.6	-5893972.315	-798576.6166	7395	0	Vent
522	-99.391269	-14.453795	7365	-14.46417	-99.40802	-14.506239	-99.372995	491.9	-5889243.008	-860616.6233	7378	0	Vent
523	-96.850136	-15.348987	6463	-15.373258	-96.869933	-15.352509	-96.843854	305.5	-5740093.409	-910188.6746	6467	0	Vent
524	-96.812175	-17.098134	6134	-17.090044	-96.823216	-17.113458	-96.798851	380.3	-5737369.98	-1013846.386	6135	0	Vent
525	-96.900768	-17.009542	6057	-17.015538	-96.922278	-17.029434	-96.904004	682.5	-5744765.674	-1009273.785	6067	0	Vent
526	-97.214249	-16.498431	6249	-16.493006	-97.223957	-16.509186	-97.20911	375.9	-5762379.065	-977757.564	6249	0	Vent
527	-97.146101	-15.81695	6331	-15.806896	-97.150006	-15.824385	-97.127758	399.7	-5760022.237	-937514.6141	6342	0	Vent
528	-96.667009	-16.500135	6042	-16.469568	-96.678772	-16.529054	-96.658547	225.9	-5730990.898	-975937.5489	6053	0	Vent
529	-96.539583	-17.26169	5915	-17.249911	-96.548387	-17.270137	-96.527924	331.8	-5723446.255	-1022254.781	5924	0	Vent
530	-96.955286	-17.7728	5735	-17.771491	-96.954097	-17.771491	-96.952907	0	-5747113.754	-1054260.136	5740	1	NoVent
531	-96.253361	-16.845986	5909	-16.84206	-96.265615	-16.881321	-96.22802	338.7	-5705371.946	-999535.0836	5914	0	Vent
532	-96.43995	-16.545554	6059	-16.525619	-96.46826	-16.572808	-96.403281	134.6	-5714654.792	-981092.3779	6065	0	Vent
533	-95.633214	-17.173097	5709	-17.162284	-95.653825	-17.192919	-95.625867	1144.5	-5666107.985	-1018137.464	5720	0	Vent
534	-95.830843	-17.61606	5633	-17.617314	-95.836048	-17.657765	-95.798869	212.3	-5679481.062	-1044021.584	5640	0	Vent
535	-95.612769	-17.595615	5635	-17.595541	-95.627641	-17.604612	-95.612026	268.1	-5667020.238	-1043512.135	5643	0	Vent
536	-95.374251	-16.995912	5788	-17.003868	-95.387338	-17.010114	-95.373656	221.1	-5653929.374	-1008312.934	5794	0	Vent
537	-95.308973	-17.310452	5631	-17.303239	-95.327562	-17.320044	-95.30347	232.9	-5647596.02	-1027267.678	5632	0	Vent
538	-95.374251	-17.438875	5598	-17.440287	-95.38823	-17.469287	-95.357297	716.8	-5652171.287	-1035203.035	5612	0	Vent
539	-95.490103	-17.936356	5458	-17.908471	-95.528918	-18.003352	-95.413811	274.5	-5659566.919	-1063545.106	5460	0	Vent
540	-94.917659	-15.721543	5881	-15.75142	-94.973978	-15.699964	-94.881477	259.3	-5627095.615	-932393.2177	5889	0	Vent
541	-94.61006	-16.506774	5686	-16.514367	-94.614146	-16.50316	-94.617002	143.5	-5608202.699	-978776.7399	5688	0	Vent
542	-95.108559	-16.760051	5723	-16.755839	-95.123122	-16.773542	-95.08643	232.9	-5636871.006	-993586.562	5726	0	Vent
543	-95.258854	-17.576422	5535	-17.570212	-95.270418	-17.582633	-95.257997	498.8	-5648895.198	-1039871.546	5563	0	Vent
544	-93.687355	-15.473029	5786	-15.448116	-93.709913	-15.482951	-93.684643	301.5	-5553958.197	-915716.2373	5797	0	Vent
545	-104.186862	-12.415313	6684	-12.415461	-104.24987	-12.416888	-104.194667	221.1	-6175890.143	-736091.6429	6686	0	Vent
546	-103.033783	-12.065803	7091	-12.074131	-103.02139	-12.075273	-103.004829	648.4	-6107389.391	-714744.086	7096	0	Vent
547	-101.503245	-11.594364	7467	-11.59503	-101.512192	-11.587797	-101.488587	310	-6017479.628	-687933.6638	7469	0	Vent
548	-100.786939	-9.939945	7630	-9.953936	-100.802167	-9.929571	-100.747154	686	-5971224.844	-587895.0079	7641	0	Vent
549	-118.768996	-6.905214	11610	-6.908354	-118.77661	-6.911971	-118.767092	239.8	-7040047.074	-409554.088	11639	0	Vent
550	-115.996363	-5.77833	8060	-5.774386	-115.999535	-5.779621	-115.998203	184.1	-6875158.487	-342893.8214	8062	0	Vent
551	-116.03189	-5.767037	8093	-5.766418	-116.035698	-5.77013	-116.036269	115.9	-6877861.343	-341997.6727	8093	0	Vent
552	-115.957306	-5.744685	8017	-5.742924	-115.959209	-5.745208	-115.957496	169.3	-6873401.922	-340552.533	8017	0	Vent
553	-115.911896	-5.803035	7953	-5.803844	-115.917512	-5.801655	-115.912943	242.1	-6871010.868	-343797.9681	7963	0	Vent
554	-115.887662	-5.738567	7947	-5.736711	-115.891469	-5.740804	-115.888994	176.3	-6869629.233	-340062.9907	7954	0	Vent
555	-116.063418	-5.661865	8097	-5.663007	-116.067736	-5.662579	-116.066071	87.2	-6879835.58	-335533.4115	8097	0	Vent
556	-115.86978	-5.49552	7874	-5.509706	-115.900033	-5.494835	-115.873145	198.7	-6870075.639	-326646.5434	7901	0	Vent
557	-115.860604	-6.104197	7845	-6.101163	-115.864887	-6.10509	-115.861794	231.3	-6867830.767	-361921.766	7845	0	Vent
558	-115.830488	-6.128902	7791	-6.127034	-115.831687	-6.127034	-115.831092	0	-6865898.953	-362836.0677	7798	1	NoVent
559	-115.787196	-6.100433	7762	-6.095387	-115.791117	-6.100622	-115.7885	203	-6863606.449	-361419.3618	7766	0	Vent
560	-115.854958	-6.20631	7787	-6.193045	-115.873041	-6.216958	-115.838063	166.4	-6868255.989	-367861.0765	7802	0	Vent
561	-115.951188	-6.182547	7866	-6.182725	-115.954282	-6.18677	-115.925371	207.4	-6872903.917	-366506.657	7866	0	Vent
562	-116.086434	-6.154107	8072	-6.159401	-116.089527	-6.153215	-116.08572	148.8	-6881163.125	-364758.8524	8072	0	Vent
563	-115.701375	-6.7976	7770	-6.790907	-115.699412	-6.804887	-115.701196	169.4	-6858381.538	-403082.5635	7780	0	Vent
564	-116.20219	-6.762965	8146	-6.766876	-116.193178	-6.778417	-116.196152	95.9	-6887171.546	-402938.9744	8168	0	Vent
565	-116.260517	-7.010016	8095	-7.001361	-116.258554	-7.006358	-116.258792	254	-6890951.583	-415630.8395	8098	0	Vent
566	-116.183047	-7.052822	8049	-7.052422	-116.184279	-7.052422	-116.183089	0	-6886672.633	-417897.3488	8049	1	NoVent
567	-116.207995	-7.045469	8046	-7.044838	-116.208222	-7.044838	-116.207181	0	-6888210.67	-417427.6419	8046	1	NoVent
568	-116.24266	-7.108234	8056	-7.108874	-116.242202	-7.109945	-116.240596	76.3	-6889975.231	-421144.113	8059	0	Vent
569	-115.899541	-7.497426	7560	-7.499627	-115.899541	-7.505814	-115.8974	82.5	-6870087.954	-444801.1865	7565	0	Vent
570	-115.941297	-7.468276	7590	-7.467478	-115.942172	-7.467478	-115.94122	0	-6872461.448	-442464.0246	7590	1	NoVent
571	-116.174643	-7.568478	7753	-7.570124	-116.166992	-7.568042	-116.177253	201.9	-6886713.29	-448493.706	7756	0	Vent
572	-116.246074	-7.555872	7813	-7.562242	-116.246703	-7.551684	-116.244175	165.1	-6890481.89	-447495.4684	7818	0	Vent
573	-116.477671	-7.462782	8222	-7.469317	-116.482323	-7.467032	-116.478326	60.7	-6904322.603	-442629.1744	8222	0	Vent
574	-116.678056	-7.523726	8542	-7.530341	-116.681482	-7.52996	-116.68034	64.9	-6916696.811	-446282.6692	8549	0	Vent
575	-116.505218	-7.785543	8108	-7.785114	-116.50617	-7.784448	-116.505789	0	-6905752.33	-461870.7311	8112	1	NoVent
576	-116.479622	-7.797732	8082	-7.797963	-116.480853	-7.795108	-116.475047	66.2	-6904687.845	-461971.509	8092	0	Vent
577	-116.349418	-7.846974	7848	-7.84569	-116.349227	-7.84569	-116.348561	0	-6896058.207	-464676.4095	7856	1	NoVent
578	-116.507375	-7.498091	8280	-7.49909	-116.508422	-7.498329	-116.505947	0	-6906059.579	-444359.9033	8304	1	NoVent
579	-116.538882	-7.475834	8339	-7.47714	-116.543162	-7.476565	-116.53652	59.8	-6908111.609	-443019.5404	8357	0	Vent
580	-116.596114	-7.478146	8434	-7.482185	-116.598915	-7.482185	-116.597957	0	-6911250.866	-443374.8704	8434	1	NoVent
581	-116.581083	-7.476123	8412	-7.481418	-116.586525	-7.481418	-116.585695	0	-6910459.269	-443424.2351	8420	1	NoVent
582	-116.772558	-7.472393	8805	-7.475378	-116.771664	-7.47395	-116.771426	0	-6921839.282	-442947.8073	8805	1	NoVent
583	-116.953563	-7.421417	9067	-7.421834	-116.958678	-7.422785	-116.951897	102.3	-6932948.39	-439783.7841	9080	0	Vent
584	-116.707172	-5.743055	8886	-5.747635	-116.715976	-5.755011	-116.713835	214.5	-6918696.286	-341132.9008	8906	0	Vent
585	-116.74821	-5.785784	8945	-5.790722	-116.753326	-5.787034	-116.750827	71.9	-6920925.672	-343352.5836	8962	0	Vent
586	-115.744766	-5.44153	7796	-5.445642	-115.753483	-5.439247	-115.745006	141.4	-6861222.56	-322510.9941	7803	0	Vent
587	-115.462518	-4.68887	7475	-4.687809	-115.465698	-4.692483	-115.461929	108.1	-6844517.814	-277680.664	7480	0	Vent
588	-115.490885	-4.623627	7524	-4.626988	-115.493849	-4.626385	-115.490382	160.2	-6845577.24	-273899.0799	7524	0	Vent
589	-115.601042	-4.653412	7550	-4.651631	-115.608268	-4.652488	-115.604984	83.3	-6852353.932	-275794.3298	7550	0	Vent
590	-115.629408	-4.647739	7558	-4.647348	-115.630968	-4.646492	-115.629397	0	-6854758.544	-274941.8326	7573	1	NoVent
591	-115.586385	-4.686506	7551	-4.688323	-115.59342	-4.687038	-115.585853	131.4	-6851534.21	-277600.841	7551	0	Vent
592	-115.70127	-4.678942	7590	-4.67987	-115.703697	-4.67987	-115.702555	0	-6858016.887	-277277.2843	7590	1	NoVent
593	-115.842157	-4.594788	7688	-4.591657	-115.836758	-4.602059	-115.826506	128.7	-6866352.709	-272118.9738	7690	0	Vent
594	-120.821181	-9.652694	16412	-9.648246	-120.827513	-9.667845	-120.826458	194.8	-7162713.699	-572139.348	16430	0	Vent
595	-120.812942	-9.759798	16386	-9.751883	-120.819274	-9.775703	-120.815656	317.9	-7161307.589	-578633.8781	16386	0	Vent
596	-120.550214	-10.015588	16409	-10.007824	-120.552777	-10.034057	-120.559712	190	-7145231.922	-593075.7604	16414	0	Vent
597	-120.448359	-9.98367	16443	-9.977866	-120.467054	-9.993244	-120.442781	242.2	-7140572.484	-592028.6918	16452	0	Vent
598	-120.452271	-9.781995	16394	-9.806946	-120.468855	-9.765034	-120.454984	202.8	-7141439.024	-581369.1867	16410	0	Vent
599	-120.298167	-9.451561	16414	-9.451787	-120.309474	-9.455255	-120.304047	162.8	-7129884.29	-560547.3076	16424	0	Vent
600	-120.242081	-9.41671	16426	-9.412715	-120.252333	-9.424323	-120.240724	302.9	-7127480.114	-558288.9876	16427	0	Vent
601	-120.325453	-9.405019	16396	-9.392732	-120.332086	-9.423789	-120.32877	119.2	-7133524.202	-557830.8416	16429	0	Vent
602	-120.17093	-9.256278	16386	-9.235849	-120.181634	-9.26359	-120.177865	381.2	-7122909.329	-548955.0147	16390	0	Vent
603	-120.231099	-9.30317	16356	-9.286209	-120.235923	-9.321488	-120.239994	132.9	-7127460.306	-553004.2668	16366	0	Vent
604	-120.239335	-9.032723	16403	-9.027371	-120.242049	-9.04109	-120.24024	205.9	-7127573.364	-535492.3195	16405	0	Vent
605	-120.167937	-8.986276	16401	-8.980019	-120.172309	-8.99404	-120.169294	325.6	-7122977.346	-533306.1479	16401	0	Vent
606	-120.084647	-8.811613	16379	-8.808522	-120.088265	-8.822694	-120.080124	170.6	-7118247.968	-522498.4776	16386	0	Vent
607	-120.05626	-8.629757	16360	-8.626817	-120.059728	-8.640386	-120.058974	270.9	-7116782.582	-511378.1445	16363	0	Vent
608	-119.917339	-8.65026	16305	-8.648225	-119.925631	-8.657572	-119.918244	164.8	-7108983.026	-512432.3417	16310	0	Vent
609	-119.895744	-8.631973	16307	-8.630737	-119.903469	-8.638576	-119.897589	146.7	-7107175.433	-511968.5961	16310	0	Vent
610	-119.882697	-8.44357	16329	-8.435052	-119.883451	-8.456762	-119.888426	279.7	-7105807.525	-500807.4207	16332	0	Vent
611	-119.566658	-8.518657	16255	-8.529889	-119.571332	-8.518129	-119.565302	275.9	-7088140.687	-505452.7954	16258	0	Vent
612	-119.789516	-8.368678	16335	-8.371015	-119.791476	-8.37599	-119.791024	119.7	-7100690.449	-498103.0023	16340	0	Vent
613	-119.919491	-8.323095	16285	-8.300104	-119.922205	-8.337644	-119.924466	216	-7108546.286	-492021.7456	16300	0	Vent
614	-120.549902	-8.165138	16921	-8.186621	-120.577642	-8.150287	-120.518091	155.4	-7146001.132	-483761.0956	16963	0	Vent
615	-120.460269	-8.546884	16303	-8.547864	-120.460872	-8.560076	-120.466902	123.4	-7140519.601	-505912.9969	16306	0	Vent
616	-120.207974	-8.210201	16499	-8.213593	-120.212949	-8.211332	-120.207673	248	-7125604.424	-486345.4941	16510	0	Vent
617	-120.254821	-8.402272	16330	-8.398126	-120.261153	-8.407775	-120.251806	191.6	-7128887.579	-497558.3669	16332	0	Vent
618	-120.360304	-8.462938	16299	-8.477939	-120.365128	-8.455325	-120.360756	90.5	-7134114.104	-500880.7219	16312	0	Vent
619	-120.397156	-8.459815	16302	-8.463617	-120.394376	-8.455325	-120.408849	117.3	-7138143.924	-501220.2764	16315	0	Vent
620	-120.436331	-8.868885	16296	-8.88072	-120.439497	-8.863985	-120.436934	202.5	-7138313.426	-525800.6287	16297	0	Vent
621	-120.924573	-9.304819	16287	-9.291175	-120.929246	-9.358264	-120.917185	72.4	-7168314.983	-552641.7168	16290	0	Vent
622	-102.795899	4.365365	5016	4.381722	-102.794241	4.339358	-102.796653	393.5	-6093856.606	258140.7315	5026	0	Vent
623	-105.998965	6.160069	6745	6.167683	-106.008463	6.148083	-105.995347	98.4	-6282839.387	364695.8282	6746	0	Vent
624	-106.081151	5.816647	6578	5.820341	-106.08688	5.800742	-106.080548	105.8	-6288410.527	345630.5029	6583	0	Vent
625	-106.128702	5.780251	6558	5.786357	-106.133225	5.764948	-106.130964	106.1	-6290789.028	343363.0799	6564	0	Vent
626	-106.37521	4.885907	6107	4.873469	-106.391945	4.890505	-106.364355	326.2	-6304681.413	289648.741	6129	0	Vent
