	FID	Longitude	Latitude	Easting	Northing	Elevation	v1_lat	v1_long	v2_lat	v2_long	Width	peak_lat	peak_long	peak_east	peak_north	peak_elev	noVentInt	noVent	FID2017	AspectRatio	Equant	EquantInt	Length	Orientation	Prominence	clusterID	clusterName
513	513	-98.474032	-17.455781	-5837018.478	-1034686.125	6219	-17.445594	-98.483996	-17.482327	-98.483104	371.910087	-17.433723	-98.473461	-5836984.628	-1033378.667	6229	0	Vent	523	5.84536979322	NotEquant	0	2173.95198834	178.673170352	3.0	7.0	
514	514	-98.548676	-15.356982	-5841442.948	-910280.4363	6864	-15.36003	-98.556409	-15.370887	-98.549717	422.482236	-15.364834	-98.55141	-5841605.005	-910745.8743	6867	0	Vent	524	1.76875100372	NotEquant	0	747.265878977	149.275992862	5.0	7.0	
515	515	-98.733089	-16.050727	-5852373.992	-951401.982	6670	-16.03816	-98.772648	-16.055709	-98.709741	510.744415	-16.034523	-98.778489	-5855065.07	-950441.4871	6682	0	Vent	525	7.29254042294	NotEquant	0	3724.62429218	106.195536712	1.0	7.0	
516	516	-98.639565	-14.668066	-5846830.391	-869445.1798	7222	-14.676915	-98.654734	-14.678402	-98.640606	626.865592	-14.674705	-98.643705	-5847075.804	-869838.6865	7240	0	Vent	526	1.29756736271	Equant	1	813.400332983		46.0	7.0	
517	517	-98.860861	-14.151709	-5859947.643	-838838.2572	7252	-14.151753	-98.852347	-14.16261	-98.856065	514.005084	-14.159014	-98.854935	-5859596.393	-839271.2556	7262	0	Vent	527	1.31683519917	Equant	1	676.859987164		70.0	7.0	
518	518	-98.607951	-13.789907	-5844956.498	-817392.5903	7131	-13.77169	-98.622526	-13.788643	-98.622972	687.578928	-13.808824	-98.605667	-5844821.098	-818513.8729	7148	0	Vent	528	1.45929396404	Equant	1	1003.37977943		36.0	7.0	
519	519	-98.674692	-11.763117	-5848912.494	-697255.2138	7058	-11.786817	-98.692204	-11.743035	-98.658321	218.962901	-11.753611	-98.667851	-5848506.999	-696691.7516	7061	0	Vent	529	14.8425320355	NotEquant	0	3249.96387269	37.1526511858	10.0	7.0	
520	520	-98.955702	-13.456207	-5865569.323	-797612.6063	7231	-13.462203	-98.968456	-13.459158	-98.947898	840.538614	-13.478086	-98.963572	-5866035.819	-798909.4859	7247	0	Vent	530	1.42358225156	Equant	1	1196.57585264		2.0	7.0	
521	521	-99.440446	-13.470258	-5894302.353	-798445.4477	7385	-13.442751	-99.47985	-13.451888	-99.462337	173.637618	-13.472471	-99.434878	-5893972.315	-798576.6166	7395	0	Vent	531	6.58625586224	NotEquant	0	1143.62177946	118.212635392	69.0	7.0	
522	522	-99.391269	-14.453795	-5891387.408	-856744.348	7365	-14.46417	-99.40802	-14.506239	-99.372995	491.911822	-14.519123	-99.355092	-5889243.008	-860616.6233	7378	0	Vent	532	6.4992962323	NotEquant	0	3197.08065135	141.132245375	17.0	7.0	
523	523	-96.850136	-15.348987	-5740762.512	-909806.564	6463	-15.373258	-96.869933	-15.352509	-96.843854	305.491731	-15.355433	-96.838848	-5740093.409	-910188.6746	6467	0	Vent	533	6.31427632877	NotEquant	0	1928.95920569	50.4772697676	72.0	7.0	
524	524	-96.812175	-17.098134	-5738512.419	-1013486.73	6134	-17.090044	-96.823216	-17.113458	-96.798851	380.277949	-17.104202	-96.792902	-5737369.98	-1013846.386	6135	0	Vent	534	5.13801059428	NotEquant	0	1953.87213073	135.158559354	128.0	7.0	
525	525	-96.900768	-17.009542	-5743763.713	-1008235.435	6057	-17.015538	-96.922278	-17.029434	-96.904004	682.474337	-17.027059	-96.917672	-5744765.674	-1009273.785	6067	0	Vent	535	1.93547717682	NotEquant	0	1320.91350303	128.49668552	4.0	7.0	
526	526	-97.214249	-16.498431	-5762345.215	-977939.508	6249	-16.493006	-97.223957	-16.509186	-97.20911	375.858949	-16.495362	-97.21482	-5762379.065	-977757.564	6249	0	Vent	536	3.39248596834	NotEquant	0	1275.09621056	138.660087245	9.0	7.0	
527	527	-97.146101	-15.81695	-5758305.758	-937544.9381	6331	-15.806896	-97.150006	-15.824385	-97.127758	399.704936	-15.816439	-97.175059	-5760022.237	-937514.6141	6342	0	Vent	537	4.09170905395	NotEquant	0	1635.47630554	129.252631794	1.0	7.0	
528	528	-96.667009	-16.500135	-5729907.697	-978040.4826	6042	-16.469568	-96.678772	-16.529054	-96.658547	225.949113	-16.464657	-96.685283	-5730990.898	-975937.5489	6053	0	Vent	538	16.3837164532	NotEquant	0	3701.88620024	161.94710965	1.0	7.0	
529	529	-96.539583	-17.26169	-5722354.591	-1023181.426	5915	-17.249911	-96.548387	-17.270137	-96.527924	331.827887	-17.246056	-96.558	-5723446.255	-1022254.781	5924	0	Vent	539	5.01466493222	NotEquant	0	1664.00566847	135.989127895	1.0	7.0	
530	530	-96.955286	-17.7728	-5746995.278	-1053477.354	5735						-17.786006	-96.957285	-5747113.754	-1054260.136	5740	1	NoVent	540			0			29.0	7.0	
531	531	-96.253361	-16.845986	-5705388.871	-998540.7386	5909	-16.84206	-96.265615	-16.881321	-96.22802	338.665638	-16.862761	-96.253076	-5705371.946	-999535.0836	5914	0	Vent	541	9.30359674566	NotEquant	0	3150.80852756	137.503366357	19.0	7.0	
532	532	-96.43995	-16.545554	-5716448.844	-980732.7213	6059	-16.525619	-96.46826	-16.572808	-96.403281	134.556882	-16.551622	-96.409683	-5714654.792	-981092.3779	6065	0	Vent	542	34.3611378413	NotEquant	0	4623.52756989	127.156914456	25.0	7.0	
533	533	-95.633214	-17.173097	-5668629.813	-1017930.132	5709	-17.162284	-95.653825	-17.192919	-95.625867	1144.506067	-17.176595	-95.590669	-5666107.985	-1018137.464	5720	0	Vent	543	2.10116795422	NotEquant	0	2404.79947139	138.91869305	10.0	7.0	
534	534	-95.830843	-17.61606	-5680344.238	-1044186.603	5633	-17.617314	-95.836048	-17.657765	-95.798869	212.296069	-17.613276	-95.816281	-5679481.062	-1044021.584	5640	0	Vent	544	14.9867950319	NotEquant	0	3181.63767218	138.790295272	29.0	7.0	
535	535	-95.612769	-17.595615	-5667417.976	-1042974.766	5635	-17.595541	-95.627641	-17.604612	-95.612026	268.10124	-17.604681	-95.606059	-5667020.238	-1043512.135	5643	0	Vent	545	3.84667347077	NotEquant	0	1031.29792739	121.362315397	37.0	7.0	
536	536	-95.374251	-16.995912	-5653279.876	-1007427.544	5788	-17.003868	-95.387338	-17.010114	-95.373656	221.081946	-17.010849	-95.385208	-5653929.374	-1008312.934	5794	0	Vent	546	3.88002930796	NotEquant	0	857.80442994	115.521290521	106.0	7.0	
537	537	-95.308973	-17.310452	-5649410.523	-1026071.819	5631	-17.303239	-95.327562	-17.320044	-95.30347	232.892588	-17.330627	-95.278361	-5647596.02	-1027267.678	5632	0	Vent	547	7.23683945276	NotEquant	0	1685.40626909	126.156636468	6.0	7.0	
538	538	-95.374251	-17.438875	-5653279.876	-1033684.014	5598	-17.440287	-95.38823	-17.469287	-95.357297	716.84823	-17.464501	-95.355548	-5652171.287	-1035203.035	5612	0	Vent	548	3.41484811	NotEquant	0	2447.92782337	134.506537788	13.0	7.0	
539	539	-95.490103	-17.936356	-5660146.953	-1063172.05	5458	-17.908471	-95.528918	-18.003352	-95.413811	274.54518	-17.942649	-95.480317	-5659566.919	-1063545.106	5460	0	Vent	549	31.2246973461	NotEquant	0	8572.59015334	130.926279892	2.0	7.0	
540	540	-94.917659	-15.721543	-5626215.514	-931889.6983	5881	-15.75142	-94.973978	-15.699964	-94.881477	259.260294	-15.730038	-94.932507	-5627095.615	-932393.2177	5889	0	Vent	550	23.4689583308	NotEquant	0	6084.56903671	59.988670594	17.0	7.0	
541	541	-94.61006	-16.506774	-5607982.673	-978434.0082	5686	-16.514367	-94.614146	-16.50316	-94.617002	143.499667	-16.512556	-94.613772	-5608202.699	-978776.7399	5688	0	Vent	551	4.75671303949	NotEquant	0	682.586737182	-13.7307699443	28.0	7.0	
542	542	-95.108559	-16.760051	-5637531.082	-993446.9306	5723	-16.755839	-95.123122	-16.773542	-95.08643	232.892588	-16.762406	-95.097423	-5636871.006	-993586.562	5726	0	Vent	552	9.9945483105	NotEquant	0	2327.65622192	116.748481594	19.0	7.0	
543	543	-95.258854	-17.576422	-5646439.735	-1041837.116	5535	-17.570212	-95.270418	-17.582633	-95.257997	498.813983	-17.543262	-95.300279	-5648895.198	-1039871.546	5563	0	Vent	553	2.03552435626	NotEquant	0	1015.34801164	136.371005954	8.0	7.0	
544	544	-93.687355	-15.473029	-5553289.659	-917159.0952	5786	-15.448116	-93.709913	-15.482951	-93.684643	301.523306	-15.448687	-93.698634	-5553958.197	-915716.2373	5797	0	Vent	554	8.34050554272	NotEquant	0	2514.85680495	145.043926045	10.0	7.0	
545	545	-104.186862	-12.415313	-6175644.73	-735913.9302	6684	-12.415461	-104.24987	-12.416888	-104.194667	221.081946	-12.418311	-104.191002	-6175890.143	-736091.6429	6686	0	Vent	555	14.4331271255	NotEquant	0	3190.90383178	91.5221490068	4.0	7.0	
546	546	-103.033783	-12.065803	-6107296.303	-715196.8303	7091	-12.074131	-103.02139	-12.075273	-103.004829	648.375489	-12.058165	-103.035353	-6107389.391	-714744.086	7096	0	Vent	556	1.48148690578	Equant	1	960.55979698		110.0	7.0	
547	547	-101.503245	-11.594364	-6016574.14	-687252.4317	7467	-11.59503	-101.512192	-11.587797	-101.488587	310.036486	-11.605857	-101.518521	-6017479.628	-687933.6638	7469	0	Vent	557	4.62369736579	NotEquant	0	1433.51488362	72.6328183435	28.0	7.0	
548	548	-100.786939	-9.939945	-5974115.299	-589187.2332	7630	-9.953936	-100.802167	-9.929571	-100.747154	685.994903	-9.918144	-100.738175	-5971224.844	-587895.0079	7641	0	Vent	558	5.12431499094	NotEquant	0	3515.25396515	65.7938117652	10.0	7.0	
549	549	-118.768996	-6.905214	-7039996.299	-409304.444	11610	-6.908354	-118.77661	-6.911971	-118.767092	239.797039	-6.909425	-118.769852	-7040047.074	-409554.088	11639	0	Vent	559	2.4963540264	NotEquant	0	598.618303827	110.947290723	82.0	4.0	
550	550	-115.996363	-5.77833	-6875649.313	-342508.7772	8060	-5.774386	-115.999535	-5.779621	-115.998203	184.064994	-5.784826	-115.988082	-6875158.487	-342893.8214	8062	0	Vent	561	1.73584359944	NotEquant	0	319.508041717	165.794138487	2.0	4.0	
551	551	-116.03189	-5.767037	-6877755.209	-341839.3533	8093	-5.766418	-116.035698	-5.77013	-116.036269	115.944728	-5.769708	-116.033681	-6877861.343	-341997.6727	8093	0	Vent	562	1.91629190597	NotEquant	0	222.183943807	-171.298627114	1.0	4.0	
552	552	-115.957306	-5.744685	-6873334.222	-340514.4517	8017	-5.742924	-115.959209	-5.745208	-115.957496	169.332819	-5.745327	-115.958448	-6873401.922	-340552.533	8017	0	Vent	563	0.995766622347	Equant	1	168.615969228		1.0	4.0	
553	553	-115.911896	-5.803035	-6870642.58	-343973.1421	7953	-5.803844	-115.917512	-5.801655	-115.912943	242.054761	-5.80008	-115.918109	-6871010.868	-343797.9681	7963	0	Vent	564	1.23322471322	Equant	1	298.507913218		1.0	4.0	
554	554	-115.887662	-5.738567	-6869206.108	-340151.8471	7947	-5.736711	-115.891469	-5.740804	-115.888994	176.302289	-5.737068	-115.8948	-6869629.233	-340062.9907	7954	0	Vent	565	1.60305579555	NotEquant	0	282.622406151	148.966470388	1.0	4.0	
555	555	-116.063418	-5.661865	-6879624.018	-335605.3428	8097	-5.663007	-116.067736	-5.662579	-116.066071	87.229555	-5.660652	-116.066988	-6879835.58	-335533.4115	8097	0	Vent	566	1.1607264787	Equant	1	101.249654214		1.0	4.0	
556	556	-115.86978	-5.49552	-6868146.186	-325745.2861	7874	-5.509706	-115.900033	-5.494835	-115.873145	198.713876	-5.510725	-115.902331	-6870075.639	-326646.5434	7901	0	Vent	567	9.11646003341	NotEquant	0	1811.56710864	60.9433328303	1.0	4.0	
557	557	-115.860604	-6.104197	-6867602.279	-361824.4471	7845	-6.101163	-115.864887	-6.10509	-115.861794	231.325803	-6.105839	-115.864459	-6867830.767	-361921.766	7845	0	Vent	568	1.27578292034	Equant	1	295.121508502		3.0	4.0	
558	558	-115.830488	-6.128902	-6865817.149	-363288.812	7791						-6.121264	-115.831868	-6865898.953	-362836.0677	7798	1	NoVent	569			0			1.0	4.0	
559	559	-115.787196	-6.100433	-6863251.024	-361601.3058	7762	-6.095387	-115.791117	-6.100622	-115.7885	203.04636	-6.097363	-115.793192	-6863606.449	-361419.3618	7766	0	Vent	570	1.70351698138	NotEquant	0	345.892922268	153.569277609	1.0	4.0	
560	560	-115.854958	-6.20631	-6867267.567	-367877.1552	7787	-6.193045	-115.873041	-6.216958	-115.838063	166.435337	-6.206039	-115.871633	-6868255.989	-367861.0765	7802	0	Vent	571	15.0024898568	NotEquant	0	2496.94445516	124.517690721	1.0	4.0	
561	561	-115.951188	-6.182547	-6872971.617	-366468.5757	7866	-6.182725	-115.954282	-6.18677	-115.925371	207.408235	-6.183189	-115.950046	-6872903.917	-366506.657	7866	0	Vent	572	8.28014027468	NotEquant	0	1717.36927992	98.0122553151	1.0	4.0	
562	562	-116.086434	-6.154107	-6880988.233	-364782.8295	8072	-6.159401	-116.089527	-6.153215	-116.08572	148.764035	-6.153702	-116.089384	-6881163.125	-364758.8524	8072	0	Vent	573	2.88432212089	NotEquant	0	429.083396944	31.4615340579	1.0	4.0	
563	563	-115.701375	-6.7976	-6858163.981	-402925.6545	7770	-6.790907	-115.699412	-6.804887	-115.701196	169.397053	-6.800247	-115.705045	-6858381.538	-403082.5635	7780	0	Vent	574	4.92195103537	NotEquant	0	833.764000401	-172.778429706	1.0	4.0	
564	564	-116.20219	-6.762965	-6887849.675	-400872.7115	8146	-6.766876	-116.193178	-6.778417	-116.196152	95.918816	-6.797824	-116.19075	-6887171.546	-402938.9744	8168	0	Vent	575	7.34834389894	NotEquant	0	704.844446347	-165.646657366	7.0	4.0	
565	565	-116.260517	-7.010016	-6891307.009	-415516.5956	8095	-7.001361	-116.258554	-7.006358	-116.258792	253.973223	-7.011944	-116.254521	-6890951.583	-415630.8395	8098	0	Vent	576	1.16542200458	Equant	1	295.985982658		1.0	4.0	
566	566	-116.183047	-7.052822	-6886714.945	-418053.9052	8049						-7.050181	-116.182333	-6886672.633	-417897.3488	8049	1	NoVent	577			0			5.0	4.0	
567	567	-116.207995	-7.045469	-6888193.745	-417618.0484	8046						-7.042257	-116.20828	-6888210.67	-417427.6419	8046	1	NoVent	578			0			1.0	4.0	
568	568	-116.24266	-7.108234	-6890248.499	-421338.3981	8056	-7.108874	-116.242202	-7.109945	-116.240596	76.280033	-7.104956	-116.23805	-6889975.231	-421144.113	8059	0	Vent	579	1.48932393379	Equant	1	113.605678817		3.0	4.0	
569	569	-115.899541	-7.497426	-6869910.241	-444407.6798	7560	-7.499627	-115.899541	-7.505814	-115.8974	82.542616	-7.504065	-115.902539	-6870087.954	-444801.1865	7565	0	Vent	580	4.68859878658	NotEquant	0	387.009209219	161.063786959	8.0	4.0	
570	570	-115.941297	-7.468276	-6872385.286	-442679.8186	7590						-7.464636	-115.942581	-6872461.448	-442464.0246	7590	1	NoVent	581			0			1.0	4.0	
571	571	-116.174643	-7.568478	-6886216.823	-448619.2333	7753	-7.570124	-116.166992	-7.568042	-116.177253	201.94117	-7.56636	-116.183019	-6886713.29	-448493.706	7756	0	Vent	582	3.04196068087	NotEquant	0	614.29709899	-78.4327228704	1.0	4.0	
572	572	-116.246074	-7.555872	-6890450.861	-447872.0501	7813	-7.562242	-116.246703	-7.551684	-116.244175	165.085231	-7.549519	-116.246597	-6890481.89	-447495.4684	7818	0	Vent	583	3.8891284213	NotEquant	0	642.03766382	13.3527730436	1.0	4.0	
573	573	-116.477671	-7.462782	-6904178.74	-442354.1428	8222	-7.469317	-116.482323	-7.467032	-116.478326	60.664385	-7.467422	-116.480098	-6904322.603	-442629.1744	8222	0	Vent	584	4.46169928398	NotEquant	0	270.666243117	60.0338145282	1.0	4.0	
574	574	-116.678056	-7.523726	-6916056.481	-445966.5945	8542	-7.530341	-116.681482	-7.52996	-116.68034	64.898403	-7.529059	-116.688859	-6916696.811	-446282.6692	8549	0	Vent	585	1.08904058911	Equant	1	70.6769950356		1.0	4.0	
575	575	-116.505218	-7.785543	-6905811.568	-461485.6869	8108						-7.792039	-116.504219	-6905752.33	-461870.7311	8112	1	NoVent	586			0			11.0	4.0	
576	576	-116.479622	-7.797732	-6904294.338	-462208.1772	8082	-7.797963	-116.480853	-7.795108	-116.475047	66.229616	-7.793739	-116.48626	-6904687.845	-461971.509	8092	0	Vent	587	5.7370131608	NotEquant	0	379.960178627	63.6042394356	1.0	4.0	
577	577	-116.349418	-7.846974	-6896576.536	-465127.0381	7848						-7.839372	-116.340673	-6896058.207	-464676.4095	7856	1	NoVent	588			0			5.0	4.0	
578	578	-116.507375	-7.498091	-6905939.411	-444447.0672	8280						-7.49662	-116.509402	-6906059.579	-444359.9033	8304	1	NoVent	589			0			1.0	4.0	
579	579	-116.538882	-7.475834	-6907806.959	-443127.79	8339	-7.47714	-116.543162	-7.476565	-116.53652	59.838981	-7.474008	-116.544021	-6908111.609	-443019.5404	8357	0	Vent	591	6.53630819997	NotEquant	0	391.126022188	85.0104385356	1.0	4.0	
580	580	-116.596114	-7.478146	-6911199.386	-443264.8578	8434						-7.480002	-116.596982	-6911250.866	-443374.8704	8434	1	NoVent	592			0			1.0	4.0	
581	581	-116.581083	-7.476123	-6910308.446	-443144.9235	8412						-7.480835	-116.583628	-6910459.269	-443424.2351	8420	1	NoVent	593			0			1.0	4.0	
582	582	-116.772558	-7.472393	-6921658.044	-442923.8302	8805						-7.472797	-116.775615	-6921839.282	-442947.8073	8805	1	NoVent	594			0			4.0	4.0	
583	583	-116.953563	-7.421417	-6932387.044	-439902.2593	9067	-7.421834	-116.958678	-7.422785	-116.951897	102.340404	-7.419418	-116.963033	-6932948.39	-439783.7841	9080	0	Vent	596	3.9261778499	NotEquant	0	401.806627335	98.0503821387	1.0	4.0	
584	584	-116.707172	-5.743055	-6917782.335	-340417.8187	8886	-5.747635	-116.715976	-5.755011	-116.713835	214.504178	-5.755118	-116.722591	-6918696.286	-341132.9008	8906	0	Vent	597	2.11766985955	NotEquant	0	454.249032497	163.891147142	1.0	4.0	
585	585	-116.74821	-5.785784	-6920214.822	-342950.6144	8945	-5.790722	-116.753326	-5.787034	-116.750827	71.931334	-5.792566	-116.760202	-6920925.672	-343352.5836	8962	0	Vent	598	3.65849921072	NotEquant	0	263.160728665	33.9859057535	1.0	4.0	
586	586	-115.744766	-5.44153	-6860735.966	-322545.0557	7796	-5.445642	-115.753483	-5.439247	-115.745006	141.415098	-5.440956	-115.752975	-6861222.56	-322510.9941	7803	0	Vent	599	4.42998003697	NotEquant	0	626.466061067	52.8451720218	1.0	4.0	
587	587	-115.462518	-4.68887	-6844005.832	-277931.3659	7475	-4.687809	-115.465698	-4.692483	-115.461929	108.124916	-4.684641	-115.471155	-6844517.814	-277680.664	7480	0	Vent	600	3.28126243246	NotEquant	0	354.786224884	141.212166313	1.0	4.0	
588	588	-115.490885	-4.623627	-6845687.252	-274064.0988	7524	-4.626988	-115.493849	-4.626385	-115.490382	160.174099	-4.620843	-115.489029	-6845577.24	-273899.0799	7524	0	Vent	601	1.2957887619	Equant	1	207.551797432		21.0	4.0	
589	589	-115.601042	-4.653412	-6852216.769	-275829.5903	7550	-4.651631	-115.608268	-4.652488	-115.604984	83.346056	-4.652817	-115.603356	-6852353.932	-275794.3298	7550	0	Vent	602	2.40192772074	NotEquant	0	200.191202321	104.672238696	1.0	4.0	
590	590	-115.629408	-4.647739	-6853898.189	-275493.3062	7558						-4.638435	-115.643923	-6854758.544	-274941.8326	7573	1	NoVent	603			0			3.0	4.0	
591	591	-115.586385	-4.686506	-6851348.035	-277791.2475	7551	-4.688323	-115.59342	-4.687038	-115.585853	131.373482	-4.683294	-115.589526	-6851534.21	-277600.841	7551	0	Vent	604	3.44550004751	NotEquant	0	452.647338473	80.3307562335	2.0	4.0	
592	592	-115.70127	-4.678942	-6858157.788	-277342.8687	7590						-4.677835	-115.698893	-6858016.887	-277277.2843	7590	1	NoVent	605			0			1.0	4.0	
593	593	-115.842157	-4.594788	-6866508.843	-272354.6547	7688	-4.591657	-115.836758	-4.602059	-115.826506	128.688595	-4.590812	-115.839523	-6866352.709	-272118.9738	7690	0	Vent	606	6.7042359958	NotEquant	0	862.758710847	135.508803752	4.0	4.0	
594	594	-120.821181	-9.652694	-7161638.96	-572160.5043	16412	-9.648246	-120.827513	-9.667845	-120.826458	194.821608	-9.652337	-120.839313	-7162713.699	-572139.348	16430	0	Vent	607	5.96052467406	NotEquant	0	1161.23900152	176.962460839	89.0	4.0	
595	595	-120.812942	-9.759798	-7161150.61	-578509.0561	16386	-9.751883	-120.819274	-9.775703	-120.815656	317.907787	-9.761904	-120.815591	-7161307.589	-578633.8781	16386	0	Vent	608	4.48259525338	NotEquant	0	1425.05193702	171.486963518	30.0	4.0	
596	596	-120.550214	-10.015588	-7145577.474	-593670.9569	16409	-10.007824	-120.552777	-10.034057	-120.559712	190.029989	-10.005547	-120.544384	-7145231.922	-593075.7604	16414	0	Vent	609	8.43999020013	NotEquant	0	1603.85124489	-165.408751117	1.0	4.0	
597	597	-120.448359	-9.98367	-7139540.058	-591779.0478	16443	-9.977866	-120.467054	-9.993244	-120.442781	242.218558	-9.987882	-120.465777	-7140572.484	-592028.6918	16452	0	Vent	610	6.94321944837	NotEquant	0	1681.77660266	122.75480639	22.0	4.0	
598	598	-120.452271	-9.781995	-7139771.91	-579824.7786	16394	-9.806946	-120.468855	-9.765034	-120.454984	202.791473	-9.80805	-120.480396	-7141439.024	-581369.1867	16410	0	Vent	611	12.8622040759	NotEquant	0	2608.34531059	18.0643860983	16.0	4.0	
599	599	-120.298167	-9.451561	-7130637.453	-560238.426	16414	-9.451787	-120.309474	-9.455255	-120.304047	162.779628	-9.456772	-120.285461	-7129884.29	-560547.3076	16424	0	Vent	612	2.31842560293	NotEquant	0	377.392457191	122.936624705	18.0	4.0	
600	600	-120.242081	-9.41671	-7127312.979	-558172.6281	16426	-9.412715	-120.252333	-9.424323	-120.240724	302.911756	-9.418673	-120.244901	-7127480.114	-558288.9876	16427	0	Vent	613	3.18511108841	NotEquant	0	964.807592847	135.387289914	73.0	4.0	
601	601	-120.325453	-9.405019	-7132254.826	-557479.6474	16396	-9.392732	-120.332086	-9.423789	-120.32877	119.153221	-9.410944	-120.346868	-7133524.202	-557830.8416	16429	0	Vent	614	15.5069672762	NotEquant	0	1847.7050989	173.987182802	92.0	4.0	
602	602	-120.17093	-9.256278	-7123095.505	-548663.0581	16386	-9.235849	-120.181634	-9.26359	-120.177865	381.212354	-9.261203	-120.167789	-7122909.329	-548955.0147	16390	0	Vent	615	4.34412464084	NotEquant	0	1656.0339804	172.362658172	50.0	4.0	
603	603	-120.231099	-9.30317	-7126662.009	-551442.5811	16356	-9.286209	-120.235923	-9.321488	-120.239994	132.8641	-9.329516	-120.244566	-7127460.306	-553004.2668	16366	0	Vent	616	15.8118799898	NotEquant	0	2100.83120415	-173.503678059	1.0	4.0	
604	604	-120.239335	-9.032723	-7127150.239	-535411.9256	16403	-9.027371	-120.242049	-9.04109	-120.24024	205.901752	-9.034079	-120.246474	-7127573.364	-535492.3195	16405	0	Vent	617	3.97549410932	NotEquant	0	818.561202174	172.58054454	68.0	4.0	
605	605	-120.167937	-8.986276	-7122918.109	-532658.7659	16401	-8.980019	-120.172309	-8.99404	-120.169294	325.559255	-8.997197	-120.168936	-7122977.346	-533306.1479	16401	0	Vent	618	2.60499761572	NotEquant	0	848.081083049	168.009105123	35.0	4.0	
606	606	-120.084647	-8.811613	-7117981.117	-522305.6734	16379	-8.808522	-120.088265	-8.822694	-120.080124	170.56734	-8.814865	-120.089149	-7118247.968	-522498.4776	16386	0	Vent	619	5.65283713968	NotEquant	0	964.189394369	150.418931955	39.0	4.0	
607	607	-120.05626	-8.629757	-7116298.526	-511526.2384	16360	-8.626817	-120.059728	-8.640386	-120.058974	270.932511	-8.627259	-120.064427	-7116782.582	-511378.1445	16363	0	Vent	620	2.96768767834	NotEquant	0	804.043074558	176.855492279	29.0	4.0	
608	608	-119.917339	-8.65026	-7108063.997	-512741.5618	16305	-8.648225	-119.925631	-8.657572	-119.918244	164.801812	-8.645044	-119.932844	-7108983.026	-512432.3417	16310	0	Vent	621	4.25853944905	NotEquant	0	701.815017676	141.999628073	7.0	4.0	
609	609	-119.895744	-8.631973	-7106783.982	-511657.5852	16307	-8.630737	-119.903469	-8.638576	-119.897589	146.697066	-8.63722	-119.902348	-7107175.433	-511968.5961	16310	0	Vent	622	3.93619640366	NotEquant	0	577.428463617	143.440035121	7.0	4.0	
610	610	-119.882697	-8.44357	-7106010.625	-500490.0766	16329	-8.435052	-119.883451	-8.456762	-119.888426	279.67923	-8.448924	-119.879271	-7105807.525	-500807.4207	16332	0	Vent	623	4.70930215601	NotEquant	0	1317.09400083	-167.22883996	41.0	4.0	
611	611	-119.566658	-8.518657	-7087277.511	-504940.8135	16255	-8.529889	-119.571332	-8.518129	-119.565302	275.941413	-8.527294	-119.581221	-7088140.687	-505452.7954	16258	0	Vent	624	2.82721977443	NotEquant	0	780.147019419	26.889608647	12.0	4.0	
612	612	-119.789516	-8.368678	-7100487.349	-496050.8436	16335	-8.371015	-119.791476	-8.37599	-119.791024	119.677962	-8.403299	-119.792943	-7100690.449	-498103.0023	16340	0	Vent	625	2.46946767747	NotEquant	0	295.540858865	174.863762126	49.0	4.0	
613	613	-119.919491	-8.323095	-7108191.565	-493348.9492	16285	-8.300104	-119.922205	-8.337644	-119.924466	215.95987	-8.300704	-119.925475	-7108546.286	-492021.7456	16300	0	Vent	626	10.3031051537	NotEquant	0	2225.05724959	-176.589634156	3.0	4.0	
614	614	-120.549902	-8.165138	-7145558.966	-483986.0573	16921	-8.186621	-120.577642	-8.150287	-120.518091	155.351031	-8.161342	-120.557361	-7146001.132	-483761.0956	16963	0	Vent	627	26.3725532743	NotEquant	0	4097.00334126	58.3551356257	1.0	4.0	
615	615	-120.460269	-8.546884	-7140245.98	-506613.9748	16303	-8.547864	-120.460872	-8.560076	-120.466902	123.36122	-8.535058	-120.464885	-7140519.601	-505912.9969	16306	0	Vent	628	6.5180756286	NotEquant	0	804.077761596	-153.974934548	7.0	4.0	
616	616	-120.207974	-8.210201	-7125291.311	-486657.1966	16499	-8.213593	-120.212949	-8.211332	-120.207673	247.952984	-8.204943	-120.213257	-7125604.424	-486345.4941	16510	0	Vent	629	1.35783893724	Equant	1	336.68021628		1.0	4.0	
617	617	-120.254821	-8.402272	-7128068.126	-498042.1404	16330	-8.398126	-120.261153	-8.407775	-120.251806	191.578216	-8.394111	-120.268645	-7128887.579	-497558.3669	16332	0	Vent	630	4.1273984385	NotEquant	0	790.719629569	136.220487202	1.0	4.0	
618	618	-120.360304	-8.462938	-7134320.589	-501638.1165	16299	-8.477939	-120.365128	-8.455325	-120.360756	90.453899	-8.450161	-120.35682	-7134114.104	-500880.7219	16312	0	Vent	631	15.0600293633	NotEquant	0	1362.23837496	10.8259931781	1.0	4.0	
619	619	-120.397156	-8.459815	-7136505.018	-501452.9955	16302	-8.463617	-120.394376	-8.455325	-120.408849	117.336293	-8.455889	-120.424806	-7138143.924	-501220.2764	16315	0	Vent	632	8.34210454153	NotEquant	0	978.831622722	-59.9203191777	1.0	4.0	
620	620	-120.436331	-8.868885	-7138827.101	-525700.489	16296	-8.88072	-120.439497	-8.863985	-120.436934	202.482239	-8.870575	-120.427665	-7138313.426	-525800.6287	16297	0	Vent	634	4.94574735272	NotEquant	0	1001.42599751	8.6048882741	1.0	4.0	
