	FID	Longitude	Latitude	Easting	Northing	Elevation	v1_lat	v1_long	v2_lat	v2_long	Width	peak_lat	peak_long	peak_east	peak_north	peak_elev	noVentInt	noVent	FID2017	AspectRatio	Equant	EquantInt	Length	Orientation	Prominence	clusterID	clusterName
621	621	-120.924573	-9.304819	-7167767.458	-551540.3211	16287	-9.291175	-120.929246	-9.358264	-120.917185	72.427418	-9.3234	-120.93381	-7168314.983	-552641.7168	16290	0	Vent	635	55.6613686888	NotEquant	0	4031.40921647	169.941331887	1.0	4.0	
622	622	-102.795899	4.365365	-6093195.826	258755.6739	5016	4.381722	-102.794241	4.339358	-102.796653	393.50671	4.35499	-102.807047	-6093856.606	258140.7315	5026	0	Vent	636	6.37999876804	NotEquant	0	2510.57232501	-176.750695724	1.0	3.0	
623	623	-105.998965	6.160069	-6283056.592	365136.2313	6745	6.167683	-106.008463	6.148083	-105.995347	98.41648	6.152639	-105.995301	-6282839.387	364695.8282	6746	0	Vent	637	14.1529317724	NotEquant	0	1392.88172672	146.362578403	1.0	3.0	
624	624	-106.081151	5.816647	-6287928.164	344780.0206	6578	5.820341	-106.08688	5.800742	-106.080548	105.781374	5.830996	-106.089289	-6288410.527	345630.5029	6583	0	Vent	638	11.5146417392	NotEquant	0	1218.03462429	162.181351552	1.0	3.0	
625	625	-106.128702	5.780251	-6290746.716	342622.6102	6558	5.786357	-106.133225	5.764948	-106.130964	106.119334	5.792743	-106.129416	-6290789.028	343363.0799	6564	0	Vent	639	12.0022647801	NotEquant	0	1273.67234495	174.001618401	1.0	3.0	
626	626	-106.37521	4.885907	-6305358.414	289610.6597	6107	4.873469	-106.391945	4.890505	-106.364355	326.245945	4.886549	-106.363789	-6304681.413	289648.741	6129	0	Vent	640	5.86517839718	NotEquant	0	1913.49066878	58.2115708236	11.0	3.0	
627	627	-106.801225	4.753663	-6330610.298	281771.9218	5936	4.753889	-106.811175	4.739265	-106.795647	376.985582	4.753163	-106.793972	-6330180.402	281742.303	5939	0	Vent	641	3.34163600199	NotEquant	0	1259.74859304	133.380313894	1.0	3.0	
628	628	-110.058819	2.035513	-6523703.197	120654.4274	5674	2.034783	-110.062205	2.015896	-110.058636	97.686106	2.012156	-110.065795	-6524116.731	119269.9608	5716	0	Vent	642	11.6417050016	NotEquant	0	1137.23282881	169.30569334	1.0	3.0	
629	629	-111.160442	2.927651	-6589001.582	173535.5999	6673	2.93135	-111.166924	2.920785	-111.155788	111.065405	2.940228	-111.175004	-6589864.758	174281.147	6713	0	Vent	643	8.17175407666	NotEquant	0	907.599176084	133.529812189	1.0	3.0	
630	630	-116.621703	9.139531	-6912716.167	541742.9324	2706	9.138282	-116.626902	9.137865	-116.619883	131.168903	9.137318	-116.627366	-6913051.847	541611.7635	2711	0	Vent	644	3.13154849238	NotEquant	0	410.761780437	93.4429991544	8.0	8.0	
631	631	-116.589872	9.122679	-6910829.371	540744.0403	2704	9.122292	-116.591894	9.120805	-116.588146	64.587304	9.12083	-116.581684	-6910344.046	540634.4508	2707	0	Vent	645	3.65346914421	NotEquant	0	235.967722271	111.891263004	1.0	8.0	
632	632	-120.577521	2.533227	-7147196.074	150156.2818	4458	2.532097	-120.590013	2.521389	-120.568836	517.044811	2.519736	-120.566242	-7146527.536	149356.5746	4461	0	Vent	646	2.71341071915	NotEquant	0	1402.95493245	116.845101248	5.0	8.0	
633	633	-120.313055	2.521939	-7131519.95	149487.1789	4437	2.520244	-120.320372	2.50329	-120.300444	90.55281	2.49617	-120.293639	-7130369.049	147959.6959	4461	0	Vent	647	17.0859789493	NotEquant	0	1547.18340546	130.416644521	1.0	8.0	
634	634	-120.388847	2.413895	-7136012.498	143082.9087	4456	2.418877	-120.39197	2.415457	-120.386616	105.781374	2.411111	-120.385849	-7135834.785	142917.8897	4456	0	Vent	648	3.55122494964	NotEquant	0	375.653454556	122.592442067	1.0	8.0	
635	635	-120.319505	2.352617	-7131902.295	139450.636	4478	2.37827	-120.32367	2.337819	-120.304039	289.524218	2.332558	-120.300946	-7130802.168	138261.6533	4484	0	Vent	649	9.18705032989	NotEquant	0	2659.87356249	154.131207758	1.0	8.0	
636	636	-120.388847	2.275212	-7136012.498	134862.5021	4481	2.276327	-120.401637	2.272312	-120.379032	131.373482	2.267717	-120.378853	-7135420.122	134418.2203	4483	0	Vent	650	10.3320542028	NotEquant	0	1357.35793684	100.078917174	1.0	8.0	
637	637	-121.622483	2.794468	-7209135.882	165641.2338	3423	2.802722	-121.618319	2.812239	-121.615939	133.80403	2.840368	-121.644041	-7210413.721	168361.9307	3463	0	Vent	651	4.33760299538	NotEquant	0	580.388761321	14.0242481555	1.0	8.0	
638	638	-129.053761	-11.540783	-7649622.645	-684076.4027	4210	-11.544426	-129.054951	-11.54279	-129.051084	74.978029	-11.535714	-129.043767	-7649030.269	-683775.9836	4219	0	Vent	652	3.25662441358	NotEquant	0	244.175279723	66.6456442396	1.0	9.0	
639	639	-130.984648	-11.859279	-7764075.381	-702955.2045	3563	-11.850282	-130.99015	-11.868723	-130.972007	146.880018	-11.871486	-130.966088	-7762975.254	-703678.7491	3598	0	Vent	653	10.3120849921	NotEquant	0	1514.63922926	136.086450396	46.0	9.0	
640	640	-130.336042	-11.912362	-7725629.487	-706101.6715	3907	-11.919724	-130.339463	-11.918534	-130.33054	338.60616	-11.918708	-130.330171	-7725281.467	-706477.8301	3927	0	Vent	654	1.53965894759	NotEquant	0	521.338003952	82.2392295115	103.0	9.0	
641	641	-116.618126	-4.02238	-6912504.16	-238425.3627	7777	-4.026321	-116.612921	-4.027362	-116.609203	84.307157	-4.026877	-116.644298	-6914055.507	-238691.9318	7781	0	Vent	655	2.70343209016	NotEquant	0	227.918673664	105.678614635	10.0	4.0	
642	642	-116.638032	-4.125228	-6913684.085	-244521.6425	7843	-4.130954	-116.643386	-4.130805	-116.641453	122.779324	-4.12844	-116.629609	-6913184.797	-244712.0489	7847	0	Vent	656	0.931852237809	Equant	1	114.412187826		17.0	4.0	
643	643	-115.867243	-2.052511	-6867995.787	-121661.9401	7341	-2.077718	-115.874381	-2.097943	-115.871705	428.507275	-2.08894	-115.870717	-6868201.708	-123821.2906	7299	0	Vent	657	2.8168971992	NotEquant	0	1207.06094279	172.467883362	1.0	4.0	
644	644	-116.066926	-1.691402	-6879831.911	-100257.3611	7109	-1.699061	-116.069008	-1.706348	-116.068264	216.456711	-1.699029	-116.072494	-6880161.949	-100709.4284	7121	0	Vent	658	2.00218729261	NotEquant	0	433.386876164	174.172890346	8.0	4.0	
645	645	-116.364583	-1.823902	-6897475.478	-108111.2377	7028						-1.832254	-116.355589	-6896942.34	-108606.2945	7044	1	NoVent	659			0			11.0	4.0	
646	646	-116.416837	-1.799641	-6900572.782	-106673.2039	7015						-1.807365	-116.411269	-6900242.744	-107131.0257	7015	1	NoVent	660			0			1.0	4.0	
647	647	-116.435499	-1.791244	-6901678.962	-106175.423	7013						-1.809478	-116.433483	-6901559.51	-107256.2709	7015	1	NoVent	661			0			1.0	4.0	
648	648	-116.48122	-3.108775	-6904389.102	-184271.7164	7394						-3.15339	-116.473083	-6903906.739	-186916.2507	7416	1	NoVent	662			0			9.0	4.0	
649	649	-116.450428	-3.072385	-6902563.905	-182114.6658	7388						-3.073729	-116.456746	-6902938.372	-182194.3544	7399	1	NoVent	663			0			9.0	4.0	
650	650	-116.507347	-2.726206	-6905937.754	-161595.0307	7248						-2.731762	-116.51232	-6906232.531	-161924.3633	7253	1	NoVent	664			0			1.0	4.0	
651	651	-116.530674	-2.770995	-6907320.479	-164249.8622	7280						-2.770162	-116.543362	-6908072.514	-164200.4975	7287	1	NoVent	665			0			1.0	4.0	
652	652	-116.537206	-2.812051	-6907707.641	-166683.4577	7303						-2.816691	-116.534922	-6907572.241	-166958.4893	7314	1	NoVent	666			0			13.0	4.0	
653	653	-116.407506	-2.875501	-6900019.692	-170444.469	7324	-2.88126	-116.409504	-2.8844	-116.406173	206.466165	-2.888422	-116.409647	-6900146.63	-171210.3261	7330	0	Vent	667	1.31093950462	Equant	1	270.664652067		1.0	4.0	
654	654	-116.460692	-2.970677	-6903172.304	-176085.9859	7372	-2.970725	-116.46507	-2.973961	-116.460312	80.838012	-2.980314	-116.464832	-6903417.717	-176657.2054	7381	0	Vent	668	4.20768439459	NotEquant	0	340.140841582	124.256313624	22.0	4.0	
655	655	-116.498949	-2.936153	-6905439.973	-174039.5533	7349						-2.941506	-116.496665	-6905304.573	-174356.8974	7355	1	NoVent	669			0			2.0	4.0	
656	656	-118.175516	1.500512	-7004817.936	88942.40161	5066						1.487306	-118.176943	-7004902.562	88159.61944	5101	1	NoVent	670			0			5.0	8.0	
657	657	-118.057945	1.544368	-6997849.004	91541.92412	5053	1.537372	-118.060039	1.534993	-118.055947	121.164702	1.528306	-118.057517	-6997823.616	90589.89176	5063	0	Vent	671	2.31072402162	NotEquant	0	279.978187483	120.181685135	1.0	8.0	
658	658	-118.063544	1.513575	-6998180.858	89716.72746	5072	1.513623	-118.065162	1.511434	-118.063639	62.473731	1.509507	-118.064401	-6998231.633	89475.54593	5072	0	Vent	672	2.52524338629	NotEquant	0	157.761376024	145.181016504	1.0	8.0	
659	659	-118.071942	1.495847	-6998678.639	88665.85666	5079	1.49656	-118.074512	1.492277	-118.068991	101.902113	1.488637	-118.068087	-6998450.151	88238.49991	5088	0	Vent	673	4.0562539507	NotEquant	0	413.340848441	127.812435426	1.0	8.0	
660	660	-118.149389	1.455723	-7003269.285	86287.5701	5098						1.44937	-118.144392	-7002973.097	85910.98841	5101	1	NoVent	674			0			1.0	8.0	
661	661	-118.123262	1.439861	-7001720.633	85347.31728	5120	1.439971	-118.127974	1.436069	-118.126546	79.046366	1.434094	-118.122263	-7001661.408	85005.49985	5124	0	Vent	675	3.10999455459	NotEquant	0	245.83376782	159.904889636	1.0	8.0	
662	662	-118.100868	1.434262	-7000393.217	85015.46334	5153	1.430073	-118.101609	1.426932	-118.099706	91.53604	1.425385	-118.097421	-7000188.931	84489.28675	5154	0	Vent	676	2.37361924715	NotEquant	0	217.271706352	148.797956318	4.0	8.0	
663	663	-117.942241	0.619669	-6990990.689	36730.71537	5690	0.618004	-117.944526	0.616481	-117.940338	73.895691	0.612602	-117.941528	-6990948.376	36311.82113	5695	0	Vent	677	3.56790261976	NotEquant	0	263.652629508	109.985250313	1.0	8.0	
664	664	-117.876925	0.230568	-6987119.06	13666.86668	6039	0.226143	-117.880161	0.234804	-117.877877	93.662821	0.230211	-117.885776	-6987643.735	13645.71041	6044	0	Vent	678	5.65818124092	NotEquant	0	529.961216754	14.7730720204	10.0	8.0	
665	665	-117.901185	0.286554	-6988557.093	16985.40606	5958	0.291265	-117.902708	0.288029	-117.902042	139.18192	0.28377	-117.901042	-6988548.631	16820.38712	5958	0	Vent	679	1.4044649339	Equant	1	195.476126073		1.0	8.0	
666	666	-119.183726	-0.010723	-7064579.3	-635.628346	5515	-0.014578	-119.186772	-0.017338	-119.178872	212.786273	-0.019075	-119.176159	-7064130.787	-1130.685174	5519	0	Vent	680	2.32684826728	NotEquant	0	495.12137063	109.257735905	1.0	8.0	
667	667	-119.093043	-0.059383	-7059204.085	-3519.889732	5572						-0.066021	-119.090758	-7059068.685	-3913.396442	5577	1	NoVent	681			0			1.0	8.0	
668	668	-114.863266	-6.049825	-6808485.363	-358601.5548	7363	-6.024555	-114.856318	-6.084994	-114.880018	237.139097	-6.074024	-114.886109	-6809839.364	-360035.9503	7366	0	Vent	682	16.1855678528	NotEquant	0	3838.23094504	-158.698279433	39.0	4.0	
669	669	-114.489095	-5.95185	-6786306.458	-352794.1109	7272	-5.976358	-114.513936	-5.943427	-114.477388	565.866085	-5.971576	-114.518314	-6788038.451	-353963.3477	7349	0	Vent	683	5.12853952523	NotEquant	0	2902.06658291	47.8274932771	14.0	4.0	
670	670	-114.236226	-7.593166	-6771317.721	-450082.6237	7151	-7.592072	-114.249551	-7.606491	-114.236559	235.282126	-7.59043	-114.238462	-6771450.301	-449920.4256	7151	0	Vent	684	4.861579591	NotEquant	0	1143.84278189	138.232187775	1.0	4.0	
671	671	-114.309007	-7.833905	-6775631.823	-464352.3431	7346	-7.850347	-114.388767	-7.839497	-114.223537	186.175217	-7.840318	-114.331505	-6776965.373	-464732.4508	7364	0	Vent	685	52.1329718091	NotEquant	0	9705.86733942	86.2188955204	5.0	4.0	
672	672	-114.571207	-6.758978	-6791173.649	-400636.387	7252	-6.758973	-114.579849	-6.778104	-114.575947	89.758472	-6.762107	-114.565323	-6790824.852	-400821.857	7253	0	Vent	686	12.8667655227	NotEquant	0	1154.9012129	168.550398189	1.0	4.0	
673	673	-114.619728	-6.192589	-6794049.716	-367063.8303	7323	-6.1973	-114.627057	-6.185498	-114.604785	153.379344	-6.192089	-114.597456	-6792729.565	-367034.2115	7326	0	Vent	687	9.67895668701	NotEquant	0	1484.55202726	61.9430507245	10.0	4.0	
674	674	-114.405116	-5.76803	-6781328.649	-341898.24	7371	-5.755038	-114.40169	-5.804055	-114.417775	289.029093	-5.823457	-114.417918	-6782087.454	-345183.6684	7367	0	Vent	688	10.5554286822	NotEquant	0	3050.82597824	-161.919809789	5.0	4.0	
675	675	-114.491894	-5.643928	-6786472.385	-334542.1443	7398	-5.666533	-114.515213	-5.630461	-114.483518	608.845094	-5.659847	-114.504029	-6787191.698	-335485.7142	7420	0	Vent	689	4.65649420067	NotEquant	0	2835.08364932	41.1677816798	41.0	4.0	
676	676	-114.421912	-5.606604	-6782324.21	-332329.7848	7417	-5.6215	-114.428098	-5.606176	-114.417724	475.428143	-5.605024	-114.401237	-6781098.691	-332236.1104	7420	0	Vent	690	2.29950032397	NotEquant	0	1093.24716885	33.9698535682	19.0	4.0	
677	677	-114.336067	-5.621534	-6777235.783	-333214.7286	7425	-5.629006	-114.337685	-5.624151	-114.33483	146.697066	-5.628315	-114.332212	-6777007.296	-333616.6978	7436	0	Vent	691	2.26881582191	NotEquant	0	332.828624369	30.3371782906	57.0	4.0	
678	678	-114.373391	-5.353735	-6779448.143	-317341.0486	7391	-5.372367	-114.381386	-5.353521	-114.369393	329.603625	-5.362973	-114.370147	-6779255.875	-317888.5729	7402	0	Vent	692	4.00488034371	NotEquant	0	1320.02307898	32.358205881	16.0	4.0	
679	679	-114.30994	-5.55995	-6775687.132	-329564.3353	7405	-5.569015	-114.310369	-5.559164	-114.307085	124.516854	-5.558653	-114.308953	-6775628.599	-329487.4675	7405	0	Vent	693	4.93183030006	NotEquant	0	614.095993425	18.3558211645	16.0	4.0	
680	680	-114.268884	-5.527291	-6773253.536	-327628.5206	7379	-5.538213	-114.274309	-5.530789	-114.271739	124.444941	-5.527981	-114.267599	-6773177.374	-327669.4228	7379	0	Vent	694	3.73335167331	NotEquant	0	464.596728717	19.0120679758	1.0	4.0	
681	681	-114.804481	-5.183912	-6805000.896	-307274.8124	7364	-5.220865	-114.830474	-5.157095	-114.784789	159.670317	-5.120404	-114.761556	-6802456.502	-303510.406	7378	0	Vent	695	29.0281203103	NotEquant	0	4634.92917186	35.5086635057	19.0	4.0	
682	682	-114.553478	-4.861994	-6790122.778	-288193.211	7489	-4.870441	-114.565376	-4.86354	-114.554192	305.032105	-4.863636	-114.550909	-6789970.453	-288290.5299	7489	0	Vent	696	2.54243445214	NotEquant	0	775.524132762	58.2315727894	64.0	4.0	
683	683	-114.729833	-4.429037	-6800576.177	-262529.8398	7441	-4.448192	-114.731499	-4.422018	-114.732927	72.427418	-4.419029	-114.737429	-6801026.383	-261936.6179	7443	0	Vent	697	21.4134035247	NotEquant	0	1550.91752789	-3.11356724129	1.0	4.0	
684	684	-114.497493	-4.461696	-6786804.239	-264465.6544	7522	-4.46467	-114.502489	-4.414225	-114.418732	285.507827	-4.417937	-114.440385	-6783419.235	-261871.8952	7584	0	Vent	698	20.217600831	NotEquant	0	5772.28328041	58.8674727819	51.0	4.0	
685	685	-114.751295	-3.480078	-6801848.284	-206280.5973	7585	-3.492095	-114.757005	-3.479959	-114.750343	286.634342	-3.481006	-114.746726	-6801577.483	-206335.6036	7589	0	Vent	699	2.85649827492	NotEquant	0	818.770503455	28.719839527	6.0	4.0	
686	686	-114.792351	-3.542596	-6804281.879	-209986.2996	7579	-3.553485	-114.79698	-3.542063	-114.791746	197.241845	-3.535729	-114.80777	-6805195.83	-209579.2529	7580	0	Vent	700	3.76760498331	NotEquant	0	743.129358139	24.5776372593	6.0	4.0	
687	687	-114.620078	-4.026639	-6794070.457	-238677.838	7541	-4.03699	-114.621982	-4.030328	-114.618888	237.059391	-4.03542	-114.619935	-6794061.995	-239198.2824	7560	0	Vent	701	1.83250578805	NotEquant	0	434.41270612	24.8572034082	13.0	4.0	
688	688	-114.905839	-3.129701	-6811008.835	-185512.0717	7655	-3.150997	-114.915357	-3.128868	-114.90798	283.84121	-3.151713	-114.909294	-6811213.628	-186816.8215	7659	0	Vent	702	4.86161882358	NotEquant	0	1379.92776944	18.410893936	4.0	4.0	
689	689	-114.321755	-2.640008	-6776387.466	-156485.6498	8065	-2.649168	-114.325324	-2.639413	-114.326038	359.725802	-2.636653	-114.323944	-6776517.225	-156286.7808	8065	0	Vent	703	1.60875716478	NotEquant	0	578.711461323	-4.18177341022	17.0	4.0	
690	690	-114.133444	-2.443843	-6765225.395	-144858.0568	8180	-2.45467	-114.140345	-2.436824	-114.136538	558.853229	-2.449282	-114.152689	-6766366.141	-145180.4784	8188	0	Vent	704	1.93181963259	NotEquant	0	1079.60363952	12.0315563585	10.0	4.0	
691	691	-114.066773	-5.265809	-6761273.441	-312129.2642	7499	-5.281395	-114.074625	-5.244989	-114.066297	335.104231	-5.277778	-114.066344	-6761248.053	-312838.7046	7505	0	Vent	705	6.59257133192	NotEquant	0	2209.1985465	12.8327746522	52.0	4.0	
692	692	-114.193046	-5.096455	-6768758.248	-302090.8168	7459	-5.099191	-114.195425	-5.088008	-114.185669	678.834789	-5.089531	-114.183623	-6768199.722	-301680.3851	7518	0	Vent	706	1.29127616924	Equant	1	876.563185889		90.0	4.0	
693	693	-114.066773	-6.076929	-6761273.441	-360208.1437	7235	-6.142959	-114.12269	-6.036835	-114.034412	426.228788	-6.058783	-114.074853	-6761752.419	-359132.5587	7255	0	Vent	707	19.1179116007	NotEquant	0	8148.60429066	39.6003358939	1.0	4.0	
694	694	-114.283619	-4.17546	-6774126.976	-247499.1062	7662	-4.194852	-114.29861	-4.173199	-114.275291	254.364554	-4.175103	-114.284904	-6774203.138	-247477.9499	7662	0	Vent	709	7.39135168204	NotEquant	0	1880.09787406	47.0461683487	75.0	4.0	
695	695	-114.263531	-3.350144	-6772936.217	-198578.7909	7857	-3.360733	-114.267338	-3.350739	-114.264007	311.332072	-3.356355	-114.253251	-6772326.917	-198946.9101	7860	0	Vent	710	2.00167030684	NotEquant	0	623.18416409	18.4038510174	41.0	4.0	
696	696	-114.137976	-3.445566	-6765493.979	-204234.8923	7760	-3.4671	-114.158201	-3.434264	-114.126792	468.844772	-3.441069	-114.145542	-6765942.492	-203968.3232	7767	0	Vent	711	5.7293219924	NotEquant	0	2686.16266324	43.6765775589	1.0	4.0	
697	697	-114.171457	-3.13419	-6767478.576	-185778.1405	7920	-3.160483	-114.17693	-3.091716	-114.153611	256.700008	-3.159959	-114.168173	-6767283.938	-187305.6235	7930	0	Vent	712	16.7340135237	NotEquant	0	4295.6214054	18.7065831774	32.0	4.0	
698	698	-114.247794	-3.012853	-6772003.457	-178585.9611	7903	-3.021062	-114.258502	-3.011544	-114.247081	368.129988	-3.019349	-114.245082	-6771842.669	-178971.0053	7910	0	Vent	713	2.38752487461	NotEquant	0	878.919503439	50.1541788294	7.0	4.0	
699	699	-113.936016	-2.755716	-6753522.89	-163344.2563	8055	-2.773443	-113.942441	-2.745366	-113.933875	238.627607	-2.754075	-113.934731	-6753446.727	-163246.9375	8055	0	Vent	714	7.27763257907	NotEquant	0	1736.64404697	16.9480632378	49.0	4.0	
700	700	-113.80959	-2.907856	-6746029.052	-172362.265	7943	-2.934149	-113.81887	-2.893222	-113.807211	200.706045	-2.90333	-113.807592	-6745910.577	-172094.0034	7944	0	Vent	715	12.543765196	NotEquant	0	2517.60950189	15.8816035449	1.0	4.0	
701	701	-113.758163	-2.677504	-6742980.711	-158708.2378	8026	-2.680716	-113.767443	-2.674292	-113.751025	394.539156	-2.683258	-113.76019	-6743100.878	-159049.277	8038	0	Vent	716	2.64136882197	NotEquant	0	1042.12342571	68.6098320909	3.0	4.0	
702	702	-113.568525	-3.116779	-6731739.953	-184746.1501	7946	-3.146166	-113.585895	-3.020054	-113.514035	1030.474438	-3.144119	-113.581659	-6732518.504	-186366.7207	7980	0	Vent	717	8.33102521618	NotEquant	0	8584.9085276	29.6412195611	45.0	4.0	
703	703	-113.626381	-3.292489	-6735169.337	-195161.315	7817	-3.311382	-113.63831	-3.278451	-113.61699	387.929141	-3.301698	-113.627951	-6735262.425	-195707.1468	7852	0	Vent	718	5.98041107354	NotEquant	0	2319.97573058	32.8769801527	34.0	4.0	
704	704	-113.863161	-3.602125	-6749204.407	-213514.8677	7747	-3.614403	-113.870585	-3.601839	-113.862209	330.471575	-3.613138	-113.871413	-6749693.54	-214167.6657	7749	0	Vent	719	2.70182072371	NotEquant	0	892.874949932	33.6378819975	14.0	4.0	
705	705	-113.751735	-3.638553	-6742599.668	-215674.1092	7770	-3.658255	-113.76011	-3.631224	-113.745453	426.928288	-3.653186	-113.753591	-6742709.681	-216541.5165	7822	0	Vent	720	4.25945492284	NotEquant	0	1818.48179802	28.419730157	101.0	4.0	
706	706	-113.261032	-3.869976	-6713513.415	-229391.6435	7746	-3.89634	-113.271502	-3.857507	-113.251895	391.883149	-3.893461	-113.277022	-6714461.216	-230783.7263	7800	0	Vent	721	6.56491881353	NotEquant	0	2572.68105758	26.7373528158	236.0	4.0	
707	707	-113.348887	-4.342465	-6718720.997	-257398.2759	7491	-4.365593	-113.368494	-4.312483	-113.324141	234.422386	-4.316838	-113.323617	-6717223.133	-255879.2554	7502	0	Vent	722	17.4436524237	NotEquant	0	4089.18262172	39.7865803872	27.0	4.0	
708	708	-113.761377	-4.672457	-6743171.232	-276958.4636	7486	-4.692539	-113.776796	-4.659798	-113.750908	364.054622	-4.699226	-113.768373	-6743585.895	-278545.1842	7492	0	Vent	723	6.7748369181	NotEquant	0	2466.41069333	38.2412396008	42.0	4.0	
709	709	-113.370315	-4.69817	-6719991.139	-278482.6341	7447	-4.711971	-113.373171	-4.691413	-113.368412	863.758876	-4.713661	-113.379167	-6720515.815	-279400.8164	7450	0	Vent	724	1.44519565522	Equant	1	1248.30057475		31.0	4.0	
