	FID	Longitude	Latitude	Elevation	v1_lat	v1_long	v2_lat	v2_long	Width	peak_east	peak_north	peak_elev	noVentInt	noVent	Orientation	Length	AspectRatio	EquantInt	Equant	Prominence	clusterID	clusterName
546	546	-103.034	-12.0658	7091	-12.0741	-103.021	-12.0753	-103.005	648.4	-6.10739e+06	-714744	7096	0	Vent		960.56	1.48143	1	Equant	0	6	Syria Planum
547	547	-101.503	-11.5944	7467	-11.595	-101.512	-11.5878	-101.489	310	-6.01748e+06	-687934	7469	0	Vent	72.6328	1433.51	4.62424	0	NotEquant	0	6	Syria Planum
548	548	-100.787	-9.93994	7630	-9.95394	-100.802	-9.92957	-100.747	686	-5.97122e+06	-587895	7641	0	Vent	65.7938	3515.25	5.12428	0	NotEquant	0	6	Syria Planum
549	549	-118.769	-6.90521	11610	-6.90835	-118.777	-6.91197	-118.767	239.8	-7.04005e+06	-409554	11639	0	Vent	-69.0527	598.618	2.49632	0	NotEquant	0	4	Arsia
550	550	-115.996	-5.77833	8060	-5.77439	-116	-5.77962	-115.998	184.1	-6.87516e+06	-342894	8062	0	Vent	-14.2059	319.508	1.73551	0	NotEquant	0	4	Arsia
551	551	-116.032	-5.76704	8093	-5.76642	-116.036	-5.77013	-116.036	115.9	-6.87786e+06	-341998	8093	0	Vent	8.70137	222.184	1.91703	0	NotEquant	0	4	Arsia
552	552	-115.957	-5.74468	8017	-5.74292	-115.959	-5.74521	-115.957	169.3	-6.8734e+06	-340553	8017	0	Vent		168.616	1.00406	1	Equant	0	4	Arsia
553	553	-115.912	-5.80303	7953	-5.80384	-115.918	-5.80166	-115.913	242.1	-6.87101e+06	-343798	7963	0	Vent		298.508	1.23299	1	Equant	0	4	Arsia
554	554	-115.888	-5.73857	7947	-5.73671	-115.891	-5.7408	-115.889	176.3	-6.86963e+06	-340063	7954	0	Vent	-31.0335	282.622	1.60308	0	NotEquant	0	4	Arsia
555	555	-116.063	-5.66186	8097	-5.66301	-116.068	-5.66258	-116.066	87.2	-6.87984e+06	-335533	8097	0	Vent		101.25	1.16112	1	Equant	0	4	Arsia
556	556	-115.87	-5.49552	7874	-5.50971	-115.9	-5.49484	-115.873	198.7	-6.87008e+06	-326647	7901	0	Vent	60.9433	1811.57	9.1171	0	NotEquant	0	4	Arsia
557	557	-115.861	-6.1042	7845	-6.10116	-115.865	-6.10509	-115.862	231.3	-6.86783e+06	-361922	7845	0	Vent		295.122	1.27593	1	Equant	0	4	Arsia
558	558	-115.83	-6.1289	7791						-6.8659e+06	-362836	7798	1	NoVent				0		0	4	Arsia
559	559	-115.787	-6.10043	7762	-6.09539	-115.791	-6.10062	-115.788	203	-6.86361e+06	-361419	7766	0	Vent	-26.4307	345.893	1.70391	0	NotEquant	0	4	Arsia
560	560	-115.855	-6.20631	7787	-6.19304	-115.873	-6.21696	-115.838	166.4	-6.86826e+06	-367861	7802	0	Vent	-55.4823	2496.94	15.0057	0	NotEquant	0	4	Arsia
561	561	-115.951	-6.18255	7866	-6.18272	-115.954	-6.18677	-115.925	207.4	-6.8729e+06	-366507	7866	0	Vent	-81.9877	1717.37	8.28047	0	NotEquant	0	4	Arsia
562	562	-116.086	-6.15411	8072	-6.1594	-116.09	-6.15322	-116.086	148.8	-6.88116e+06	-364759	8072	0	Vent	31.4615	429.083	2.88362	0	NotEquant	0	4	Arsia
563	563	-115.701	-6.7976	7770	-6.79091	-115.699	-6.80489	-115.701	169.4	-6.85838e+06	-403083	7780	0	Vent	7.22157	833.764	4.92187	0	NotEquant	0	4	Arsia
564	564	-116.202	-6.76296	8146	-6.76688	-116.193	-6.77842	-116.196	95.9	-6.88717e+06	-402939	8168	0	Vent	14.3533	704.844	7.34979	0	NotEquant	0	4	Arsia
565	565	-116.261	-7.01002	8095	-7.00136	-116.259	-7.00636	-116.259	254	-6.89095e+06	-415631	8098	0	Vent		295.986	1.1653	1	Equant	0	4	Arsia
566	566	-116.183	-7.05282	8049						-6.88667e+06	-417897	8049	1	NoVent				0		0	4	Arsia
567	567	-116.208	-7.04547	8046						-6.88821e+06	-417428	8046	1	NoVent				0		0	4	Arsia
568	568	-116.243	-7.10823	8056	-7.10887	-116.242	-7.10994	-116.241	76.3	-6.88998e+06	-421144	8059	0	Vent		113.606	1.48893	1	Equant	0	4	Arsia
569	569	-115.9	-7.49743	7560	-7.49963	-115.9	-7.50581	-115.897	82.5	-6.87009e+06	-444801	7565	0	Vent	-18.9362	387.009	4.69102	0	NotEquant	0	4	Arsia
570	570	-115.941	-7.46828	7590						-6.87246e+06	-442464	7590	1	NoVent				0		0	4	Arsia
571	571	-116.175	-7.56848	7753	-7.57012	-116.167	-7.56804	-116.177	201.9	-6.88671e+06	-448494	7756	0	Vent	-78.4327	614.297	3.04258	0	NotEquant	0	4	Arsia
572	572	-116.246	-7.55587	7813	-7.56224	-116.247	-7.55168	-116.244	165.1	-6.89048e+06	-447495	7818	0	Vent	13.3528	642.038	3.88878	0	NotEquant	0	4	Arsia
573	573	-116.478	-7.46278	8222	-7.46932	-116.482	-7.46703	-116.478	60.7	-6.90432e+06	-442629	8222	0	Vent	60.0338	270.666	4.45908	0	NotEquant	0	4	Arsia
574	574	-116.678	-7.52373	8542	-7.53034	-116.681	-7.52996	-116.68	64.9	-6.9167e+06	-446283	8549	0	Vent		70.677	1.08901	1	Equant	0	4	Arsia
575	575	-116.505	-7.78554	8108						-6.90575e+06	-461871	8112	1	NoVent				0		0	4	Arsia
576	576	-116.48	-7.79773	8082	-7.79796	-116.481	-7.79511	-116.475	66.2	-6.90469e+06	-461972	8092	0	Vent	63.6042	379.96	5.73958	0	NotEquant	0	4	Arsia
577	577	-116.349	-7.84697	7848						-6.89606e+06	-464676	7856	1	NoVent				0		0	4	Arsia
578	578	-116.507	-7.49809	8280						-6.90606e+06	-444360	8304	1	NoVent				0		0	4	Arsia
579	579	-116.539	-7.47583	8339	-7.47714	-116.543	-7.47656	-116.537	59.8	-6.90811e+06	-443020	8357	0	Vent	85.0104	391.126	6.54057	0	NotEquant	0	4	Arsia
580	580	-116.596	-7.47815	8434						-6.91125e+06	-443375	8434	1	NoVent				0		0	4	Arsia
581	581	-116.581	-7.47612	8412						-6.91046e+06	-443424	8420	1	NoVent				0		0	4	Arsia
582	582	-116.773	-7.47239	8805						-6.92184e+06	-442948	8805	1	NoVent				0		0	4	Arsia
583	583	-116.954	-7.42142	9067	-7.42183	-116.959	-7.42279	-116.952	102.3	-6.93295e+06	-439784	9080	0	Vent	-81.9496	401.807	3.92773	0	NotEquant	0	4	Arsia
584	584	-116.707	-5.74306	8886	-5.74763	-116.716	-5.75501	-116.714	214.5	-6.9187e+06	-341133	8906	0	Vent	-16.1089	454.249	2.11771	0	NotEquant	0	4	Arsia
585	585	-116.748	-5.78578	8945	-5.79072	-116.753	-5.78703	-116.751	71.9	-6.92093e+06	-343353	8962	0	Vent	33.9859	263.161	3.66009	0	NotEquant	0	4	Arsia
586	586	-115.745	-5.44153	7796	-5.44564	-115.753	-5.43925	-115.745	141.4	-6.86122e+06	-322511	7803	0	Vent	52.8452	626.466	4.43045	0	NotEquant	0	4	Arsia
587	587	-115.463	-4.68887	7475	-4.68781	-115.466	-4.69248	-115.462	108.1	-6.84452e+06	-277681	7480	0	Vent	-38.7878	354.786	3.28202	0	NotEquant	0	4	Arsia
588	588	-115.491	-4.62363	7524	-4.62699	-115.494	-4.62638	-115.49	160.2	-6.84558e+06	-273899	7524	0	Vent		207.552	1.29558	1	Equant	0	4	Arsia
589	589	-115.601	-4.65341	7550	-4.65163	-115.608	-4.65249	-115.605	83.3	-6.85235e+06	-275794	7550	0	Vent	-75.3278	200.191	2.40326	0	NotEquant	0	4	Arsia
590	590	-115.629	-4.64774	7558						-6.85476e+06	-274942	7573	1	NoVent				0		0	4	Arsia
591	591	-115.586	-4.68651	7551	-4.68832	-115.593	-4.68704	-115.586	131.4	-6.85153e+06	-277601	7551	0	Vent	80.3308	452.647	3.4448	0	NotEquant	0	4	Arsia
592	592	-115.701	-4.67894	7590						-6.85802e+06	-277277	7590	1	NoVent				0		0	4	Arsia
593	593	-115.842	-4.59479	7688	-4.59166	-115.837	-4.60206	-115.827	128.7	-6.86635e+06	-272119	7690	0	Vent	-44.4912	862.759	6.70364	0	NotEquant	0	4	Arsia
594	594	-120.821	-9.65269	16412	-9.64825	-120.828	-9.66784	-120.826	194.8	-7.16271e+06	-572139	16430	0	Vent	-3.03754	1161.24	5.96119	0	NotEquant	0	4	Arsia
595	595	-120.813	-9.7598	16386	-9.75188	-120.819	-9.7757	-120.816	317.9	-7.16131e+06	-578634	16386	0	Vent	-8.51304	1425.05	4.48271	0	NotEquant	0	4	Arsia
596	596	-120.55	-10.0156	16409	-10.0078	-120.553	-10.0341	-120.56	190	-7.14523e+06	-593076	16414	0	Vent	14.5912	1603.85	8.44132	0	NotEquant	0	4	Arsia
597	597	-120.448	-9.98367	16443	-9.97787	-120.467	-9.99324	-120.443	242.2	-7.14057e+06	-592029	16452	0	Vent	-57.2452	1681.78	6.94375	0	NotEquant	0	4	Arsia
598	598	-120.452	-9.782	16394	-9.80695	-120.469	-9.76503	-120.455	202.8	-7.14144e+06	-581369	16410	0	Vent	18.0644	2608.35	12.8617	0	NotEquant	0	4	Arsia
599	599	-120.298	-9.45156	16414	-9.45179	-120.309	-9.45526	-120.304	162.8	-7.12988e+06	-560547	16424	0	Vent	-57.0634	377.392	2.31814	0	NotEquant	0	4	Arsia
600	600	-120.242	-9.41671	16426	-9.41271	-120.252	-9.42432	-120.241	302.9	-7.12748e+06	-558289	16427	0	Vent	-44.6127	964.808	3.18523	0	NotEquant	0	4	Arsia
601	601	-120.325	-9.40502	16396	-9.39273	-120.332	-9.42379	-120.329	119.2	-7.13352e+06	-557831	16429	0	Vent	-6.01282	1847.71	15.5009	0	NotEquant	0	4	Arsia
602	602	-120.171	-9.25628	16386	-9.23585	-120.182	-9.26359	-120.178	381.2	-7.12291e+06	-548955	16390	0	Vent	-7.63734	1656.03	4.34427	0	NotEquant	0	4	Arsia
603	603	-120.231	-9.30317	16356	-9.28621	-120.236	-9.32149	-120.24	132.9	-7.12746e+06	-553004	16366	0	Vent	6.49632	2100.83	15.8076	0	NotEquant	0	4	Arsia
604	604	-120.239	-9.03272	16403	-9.02737	-120.242	-9.04109	-120.24	205.9	-7.12757e+06	-535492	16405	0	Vent	-7.41946	818.561	3.97553	0	NotEquant	0	4	Arsia
605	605	-120.168	-8.98628	16401	-8.98002	-120.172	-8.99404	-120.169	325.6	-7.12298e+06	-533306	16401	0	Vent	-11.9909	848.081	2.60467	0	NotEquant	0	4	Arsia
606	606	-120.085	-8.81161	16379	-8.80852	-120.088	-8.82269	-120.08	170.6	-7.11825e+06	-522498	16386	0	Vent	-29.5811	964.189	5.65175	0	NotEquant	0	4	Arsia
607	607	-120.056	-8.62976	16360	-8.62682	-120.06	-8.64039	-120.059	270.9	-7.11678e+06	-511378	16363	0	Vent	-3.14451	804.043	2.96804	0	NotEquant	0	4	Arsia
608	608	-119.917	-8.65026	16305	-8.64823	-119.926	-8.65757	-119.918	164.8	-7.10898e+06	-512432	16310	0	Vent	-38.0004	701.815	4.25859	0	NotEquant	0	4	Arsia
609	609	-119.896	-8.63197	16307	-8.63074	-119.903	-8.63858	-119.898	146.7	-7.10718e+06	-511969	16310	0	Vent	-36.56	577.428	3.93612	0	NotEquant	0	4	Arsia
610	610	-119.883	-8.44357	16329	-8.43505	-119.883	-8.45676	-119.888	279.7	-7.10581e+06	-500807	16332	0	Vent	12.7712	1317.09	4.70895	0	NotEquant	0	4	Arsia
611	611	-119.567	-8.51866	16255	-8.52989	-119.571	-8.51813	-119.565	275.9	-7.08814e+06	-505453	16258	0	Vent	26.8896	780.147	2.82764	0	NotEquant	0	4	Arsia
612	612	-119.79	-8.36868	16335	-8.37101	-119.791	-8.37599	-119.791	119.7	-7.10069e+06	-498103	16340	0	Vent	-5.13624	295.541	2.46901	0	NotEquant	0	4	Arsia
613	613	-119.919	-8.3231	16285	-8.3001	-119.922	-8.33764	-119.924	216	-7.10855e+06	-492022	16300	0	Vent	3.41037	2225.06	10.3012	0	NotEquant	0	4	Arsia
614	614	-120.55	-8.16514	16921	-8.18662	-120.578	-8.15029	-120.518	155.4	-7.146e+06	-483761	16963	0	Vent	58.3551	4097	26.3642	0	NotEquant	0	4	Arsia
615	615	-120.46	-8.54688	16303	-8.54786	-120.461	-8.56008	-120.467	123.4	-7.14052e+06	-505913	16306	0	Vent	26.0251	804.078	6.51603	0	NotEquant	0	4	Arsia
616	616	-120.208	-8.2102	16499	-8.21359	-120.213	-8.21133	-120.208	248	-7.1256e+06	-486345	16510	0	Vent		336.68	1.35758	1	Equant	0	4	Arsia
617	617	-120.255	-8.40227	16330	-8.39813	-120.261	-8.40778	-120.252	191.6	-7.12889e+06	-497558	16332	0	Vent	-43.7795	790.72	4.12693	0	NotEquant	0	4	Arsia
618	618	-120.36	-8.46294	16299	-8.47794	-120.365	-8.45533	-120.361	90.5	-7.13411e+06	-500881	16312	0	Vent	10.826	1362.24	15.0524	0	NotEquant	0	4	Arsia
619	619	-120.397	-8.45981	16302	-8.46362	-120.394	-8.45533	-120.409	117.3	-7.13814e+06	-501220	16315	0	Vent	-59.9203	978.832	8.34469	0	NotEquant	0	4	Arsia
620	620	-120.436	-8.86889	16296	-8.88072	-120.439	-8.86399	-120.437	202.5	-7.13831e+06	-525801	16297	0	Vent	8.60489	1001.43	4.94531	0	NotEquant	0	4	Arsia
621	621	-120.925	-9.30482	16287	-9.29118	-120.929	-9.35826	-120.917	72.4	-7.16831e+06	-552642	16290	0	Vent	-10.0587	4031.41	55.6824	0	NotEquant	0	4	Arsia
622	622	-102.796	4.36536	5016	4.38172	-102.794	4.33936	-102.797	393.5	-6.09386e+06	258141	5026	0	Vent	3.2493	2510.57	6.38011	0	NotEquant	0	3	East Pavonis
623	623	-105.999	6.16007	6745	6.16768	-106.008	6.14808	-105.995	98.4	-6.28284e+06	364696	6746	0	Vent	-33.6374	1392.88	14.1553	0	NotEquant	0	3	East Pavonis
624	624	-106.081	5.81665	6578	5.82034	-106.087	5.80074	-106.081	105.8	-6.28841e+06	345631	6583	0	Vent	-17.8186	1218.03	11.5126	0	NotEquant	0	3	East Pavonis
625	625	-106.129	5.78025	6558	5.78636	-106.133	5.76495	-106.131	106.1	-6.29079e+06	343363	6564	0	Vent	-5.99838	1273.67	12.0045	0	NotEquant	0	3	East Pavonis
626	626	-106.375	4.88591	6107	4.87347	-106.392	4.89051	-106.364	326.2	-6.30468e+06	289649	6129	0	Vent	58.2116	1913.49	5.866	0	NotEquant	0	3	East Pavonis
627	627	-106.801	4.75366	5936	4.75389	-106.811	4.73927	-106.796	377	-6.33018e+06	281742	5939	0	Vent	-46.6197	1259.75	3.34151	0	NotEquant	0	3	East Pavonis
628	628	-110.059	2.03551	5674	2.03478	-110.062	2.0159	-110.059	97.7	-6.52412e+06	119270	5716	0	Vent	-10.6943	1137.23	11.64	0	NotEquant	0	3	East Pavonis
629	629	-111.16	2.92765	6673	2.93135	-111.167	2.92078	-111.156	111.1	-6.58986e+06	174281	6713	0	Vent	-46.4702	907.599	8.16921	0	NotEquant	0	3	East Pavonis
630	630	-116.622	9.13953	2706	9.13828	-116.627	9.13786	-116.62	131.2	-6.91305e+06	541612	2711	0	Vent	-86.557	410.762	3.13081	0	NotEquant	0	7	Ulysses
631	631	-116.59	9.12268	2704	9.12229	-116.592	9.12081	-116.588	64.6	-6.91034e+06	540634	2707	0	Vent	-68.1087	235.968	3.65275	0	NotEquant	0	7	Ulysses
632	632	-120.578	2.53323	4458	2.5321	-120.59	2.52139	-120.569	517	-7.14653e+06	149357	4461	0	Vent	-63.1549	1402.95	2.71365	0	NotEquant	0	7	Ulysses
633	633	-120.313	2.52194	4437	2.52024	-120.32	2.50329	-120.3	90.6	-7.13037e+06	147960	4461	0	Vent	-49.5834	1547.18	17.0771	0	NotEquant	0	7	Ulysses
634	634	-120.389	2.4139	4456	2.41888	-120.392	2.41546	-120.387	105.8	-7.13583e+06	142918	4456	0	Vent	-57.4076	375.653	3.5506	0	NotEquant	0	7	Ulysses
635	635	-120.32	2.35262	4478	2.37827	-120.324	2.33782	-120.304	289.5	-7.1308e+06	138262	4484	0	Vent	-25.8688	2659.87	9.18782	0	NotEquant	0	7	Ulysses
636	636	-120.389	2.27521	4481	2.27633	-120.402	2.27231	-120.379	131.4	-7.13542e+06	134418	4483	0	Vent	-79.9211	1357.36	10.33	0	NotEquant	0	7	Ulysses
637	637	-121.622	2.79447	3423	2.80272	-121.618	2.81224	-121.616	133.8	-7.21041e+06	168362	3463	0	Vent	14.0242	580.389	4.33773	0	NotEquant	0	7	Ulysses
638	638	-129.054	-11.5408	4210	-11.5444	-129.055	-11.5428	-129.051	75	-7.64903e+06	-683776	4219	0	Vent	66.6456	244.175	3.25567	0	NotEquant	0	8	Daedalia Planum
639	639	-130.985	-11.8593	3563	-11.8503	-130.99	-11.8687	-130.972	146.9	-7.76298e+06	-703679	3598	0	Vent	-43.9135	1514.64	10.3107	0	NotEquant	0	8	Daedalia Planum
640	640	-130.336	-11.9124	3907	-11.9197	-130.339	-11.9185	-130.331	338.6	-7.72528e+06	-706478	3927	0	Vent	82.2392	521.338	1.53969	0	NotEquant	0	8	Daedalia Planum
641	641	-116.618	-4.02238	7777	-4.02632	-116.613	-4.02736	-116.609	84.3	-6.91406e+06	-238692	7781	0	Vent	-74.3214	227.919	2.70366	0	NotEquant	0	4	Arsia
642	642	-116.638	-4.12523	7843	-4.13095	-116.643	-4.13081	-116.641	122.8	-6.91318e+06	-244712	7847	0	Vent		114.412	1.07331	1	Equant	0	4	Arsia
643	643	-115.867	-2.05251	7341	-2.07772	-115.874	-2.09794	-115.872	428.5	-6.8682e+06	-123821	7299	0	Vent	-7.53212	1207.06	2.81695	0	NotEquant	0	4	Arsia
644	644	-116.067	-1.6914	7109	-1.69906	-116.069	-1.70635	-116.068	216.5	-6.88016e+06	-100709	7121	0	Vent	-5.82711	433.387	2.00179	0	NotEquant	0	4	Arsia
645	645	-116.365	-1.8239	7028						-6.89694e+06	-108606	7044	1	NoVent				0		0	4	Arsia
646	646	-116.417	-1.79964	7015						-6.90024e+06	-107131	7015	1	NoVent				0		0	4	Arsia
647	647	-116.435	-1.79124	7013						-6.90156e+06	-107256	7015	1	NoVent				0		0	4	Arsia
648	648	-116.481	-3.10878	7394						-6.90391e+06	-186916	7416	1	NoVent				0		0	4	Arsia
649	649	-116.45	-3.07238	7388						-6.90294e+06	-182194	7399	1	NoVent				0		0	4	Arsia
650	650	-116.507	-2.72621	7248						-6.90623e+06	-161924	7253	1	NoVent				0		0	4	Arsia
651	651	-116.531	-2.771	7280						-6.90807e+06	-164200	7287	1	NoVent				0		0	4	Arsia
652	652	-116.537	-2.81205	7303						-6.90757e+06	-166958	7314	1	NoVent				0		0	4	Arsia
653	653	-116.408	-2.8755	7324	-2.88126	-116.41	-2.8844	-116.406	206.5	-6.90015e+06	-171210	7330	0	Vent		270.665	1.31072	1	Equant	0	4	Arsia
654	654	-116.461	-2.97068	7372	-2.97072	-116.465	-2.97396	-116.46	80.8	-6.90342e+06	-176657	7381	0	Vent	-55.7437	340.141	4.20966	0	NotEquant	0	4	Arsia
655	655	-116.499	-2.93615	7349						-6.9053e+06	-174357	7355	1	NoVent				0		0	4	Arsia
656	656	-118.176	1.50051	5066						-7.0049e+06	88159.6	5101	1	NoVent				0		0	7	Ulysses
657	657	-118.058	1.54437	5053	1.53737	-118.06	1.53499	-118.056	121.2	-6.99782e+06	90589.9	5063	0	Vent	-59.8183	279.978	2.31005	0	NotEquant	0	7	Ulysses
658	658	-118.064	1.51357	5072	1.51362	-118.065	1.51143	-118.064	62.5	-6.99823e+06	89475.5	5072	0	Vent	-34.819	157.761	2.52418	0	NotEquant	0	7	Ulysses
659	659	-118.072	1.49585	5079	1.49656	-118.075	1.49228	-118.069	101.9	-6.99845e+06	88238.5	5088	0	Vent	-52.1876	413.341	4.05634	0	NotEquant	0	7	Ulysses
660	660	-118.149	1.45572	5098						-7.00297e+06	85911	5101	1	NoVent				0		0	7	Ulysses
661	661	-118.123	1.43986	5120	1.43997	-118.128	1.43607	-118.127	79	-7.00166e+06	85005.5	5124	0	Vent	-20.0951	245.834	3.11182	0	NotEquant	0	7	Ulysses
662	662	-118.101	1.43426	5153	1.43007	-118.102	1.42693	-118.1	91.5	-7.00019e+06	84489.3	5154	0	Vent	-31.202	217.272	2.37455	0	NotEquant	0	7	Ulysses
663	663	-117.942	0.619669	5690	0.618004	-117.945	0.616481	-117.94	73.9	-6.99095e+06	36311.8	5695	0	Vent	-70.0147	263.653	3.56769	0	NotEquant	0	7	Ulysses
664	664	-117.877	0.230568	6039	0.226143	-117.88	0.234804	-117.878	93.7	-6.98764e+06	13645.7	6044	0	Vent	14.7731	529.961	5.65594	0	NotEquant	0	7	Ulysses
665	665	-117.901	0.286554	5958	0.291265	-117.903	0.288029	-117.902	139.2	-6.98855e+06	16820.4	5958	0	Vent		195.476	1.40428	1	Equant	0	7	Ulysses
666	666	-119.184	-0.010723	5515	-0.014578	-119.187	-0.017338	-119.179	212.8	-7.06413e+06	-1130.69	5519	0	Vent	-70.7423	495.121	2.3267	0	NotEquant	0	7	Ulysses
667	667	-119.093	-0.059383	5572						-7.05907e+06	-3913.4	5577	1	NoVent				0		0	7	Ulysses
668	668	-114.863	-6.04983	7363	-6.02456	-114.856	-6.08499	-114.88	237.1	-6.80984e+06	-360036	7366	0	Vent	21.3017	3838.23	16.1882	0	NotEquant	0	4	Arsia
669	669	-114.489	-5.95185	7272	-5.97636	-114.514	-5.94343	-114.477	565.9	-6.78804e+06	-353963	7349	0	Vent	47.8275	2902.07	5.12823	0	NotEquant	0	4	Arsia
670	670	-114.236	-7.59317	7151	-7.59207	-114.25	-7.60649	-114.237	235.3	-6.77145e+06	-449920	7151	0	Vent	-41.7678	1143.84	4.86121	0	NotEquant	0	4	Arsia
671	671	-114.309	-7.83391	7346	-7.85035	-114.389	-7.8395	-114.224	186.2	-6.77697e+06	-464732	7364	0	Vent	86.2189	9705.87	52.126	0	NotEquant	0	4	Arsia
672	672	-114.571	-6.75898	7252	-6.75897	-114.58	-6.7781	-114.576	89.8	-6.79082e+06	-400822	7253	0	Vent	-11.4496	1154.9	12.8608	0	NotEquant	0	4	Arsia
673	673	-114.62	-6.19259	7323	-6.1973	-114.627	-6.1855	-114.605	153.4	-6.79273e+06	-367034	7326	0	Vent	61.9431	1484.55	9.67765	0	NotEquant	0	4	Arsia
674	674	-114.405	-5.76803	7371	-5.75504	-114.402	-5.80405	-114.418	289	-6.78209e+06	-345184	7367	0	Vent	18.0802	3050.83	10.5565	0	NotEquant	0	4	Arsia
675	675	-114.492	-5.64393	7398	-5.66653	-114.515	-5.63046	-114.484	608.8	-6.78719e+06	-335486	7420	0	Vent	41.1678	2835.08	4.65684	0	NotEquant	0	4	Arsia
676	676	-114.422	-5.6066	7417	-5.6215	-114.428	-5.60618	-114.418	475.4	-6.7811e+06	-332236	7420	0	Vent	33.9699	1093.25	2.29964	0	NotEquant	0	4	Arsia
677	677	-114.336	-5.62153	7425	-5.62901	-114.338	-5.62415	-114.335	146.7	-6.77701e+06	-333617	7436	0	Vent	30.3372	332.829	2.26877	0	NotEquant	0	4	Arsia
678	678	-114.373	-5.35373	7391	-5.37237	-114.381	-5.35352	-114.369	329.6	-6.77926e+06	-317889	7402	0	Vent	32.3582	1320.02	4.00492	0	NotEquant	0	4	Arsia
679	679	-114.31	-5.55995	7405	-5.56902	-114.31	-5.55916	-114.307	124.5	-6.77563e+06	-329487	7405	0	Vent	18.3558	614.096	4.9325	0	NotEquant	0	4	Arsia
680	680	-114.269	-5.52729	7379	-5.53821	-114.274	-5.53079	-114.272	124.4	-6.77318e+06	-327669	7379	0	Vent	19.0121	464.597	3.7347	0	NotEquant	0	4	Arsia
681	681	-114.804	-5.18391	7364	-5.22086	-114.83	-5.15709	-114.785	159.7	-6.80246e+06	-303510	7378	0	Vent	35.5087	4634.93	29.0227	0	NotEquant	0	4	Arsia
682	682	-114.553	-4.86199	7489	-4.87044	-114.565	-4.86354	-114.554	305	-6.78997e+06	-288291	7489	0	Vent	58.2316	775.524	2.5427	0	NotEquant	0	4	Arsia
683	683	-114.73	-4.42904	7441	-4.44819	-114.731	-4.42202	-114.733	72.4	-6.80103e+06	-261937	7443	0	Vent	-3.11357	1550.92	21.4215	0	NotEquant	0	4	Arsia
684	684	-114.497	-4.4617	7522	-4.46467	-114.502	-4.41423	-114.419	285.5	-6.78342e+06	-261872	7584	0	Vent	58.8675	5772.28	20.2182	0	NotEquant	0	4	Arsia
685	685	-114.751	-3.48008	7585	-3.49209	-114.757	-3.47996	-114.75	286.6	-6.80158e+06	-206336	7589	0	Vent	28.7198	818.771	2.85684	0	NotEquant	0	4	Arsia
686	686	-114.792	-3.5426	7579	-3.55348	-114.797	-3.54206	-114.792	197.2	-6.8052e+06	-209579	7580	0	Vent	24.5776	743.129	3.7684	0	NotEquant	0	4	Arsia
687	687	-114.62	-4.02664	7541	-4.03699	-114.622	-4.03033	-114.619	237.1	-6.79406e+06	-239198	7560	0	Vent	24.8572	434.413	1.83219	0	NotEquant	0	4	Arsia
688	688	-114.906	-3.1297	7655	-3.151	-114.915	-3.12887	-114.908	283.8	-6.81121e+06	-186817	7659	0	Vent	18.4109	1379.93	4.86232	0	NotEquant	0	4	Arsia
689	689	-114.322	-2.64001	8065	-2.64917	-114.325	-2.63941	-114.326	359.7	-6.77652e+06	-156287	8065	0	Vent	-4.18177	578.711	1.60887	0	NotEquant	0	4	Arsia
690	690	-114.133	-2.44384	8180	-2.45467	-114.14	-2.43682	-114.137	558.9	-6.76637e+06	-145180	8188	0	Vent	12.0316	1079.6	1.93166	0	NotEquant	0	4	Arsia
691	691	-114.067	-5.26581	7499	-5.28139	-114.075	-5.24499	-114.066	335.1	-6.76125e+06	-312839	7505	0	Vent	12.8328	2209.2	6.59265	0	NotEquant	0	4	Arsia
692	692	-114.193	-5.09646	7459	-5.09919	-114.195	-5.08801	-114.186	678.8	-6.7682e+06	-301680	7518	0	Vent		876.563	1.29134	1	Equant	0	4	Arsia
693	693	-114.067	-6.07693	7235	-6.14296	-114.123	-6.03683	-114.034	426.2	-6.76175e+06	-359133	7255	0	Vent	39.6003	8148.6	19.1192	0	NotEquant	0	4	Arsia
694	694	-114.284	-4.17546	7662	-4.19485	-114.299	-4.1732	-114.275	254.4	-6.7742e+06	-247478	7662	0	Vent	47.0462	1880.1	7.39032	0	NotEquant	0	4	Arsia
695	695	-114.264	-3.35014	7857	-3.36073	-114.267	-3.35074	-114.264	311.3	-6.77233e+06	-198947	7860	0	Vent	18.4039	623.184	2.00188	0	NotEquant	0	4	Arsia
696	696	-114.138	-3.44557	7760	-3.4671	-114.158	-3.43426	-114.127	468.8	-6.76594e+06	-203968	7767	0	Vent	43.6766	2686.16	5.72987	0	NotEquant	0	4	Arsia
697	697	-114.171	-3.13419	7920	-3.16048	-114.177	-3.09172	-114.154	256.7	-6.76728e+06	-187306	7930	0	Vent	18.7066	4295.62	16.734	0	NotEquant	0	4	Arsia
698	698	-114.248	-3.01285	7903	-3.02106	-114.259	-3.01154	-114.247	368.1	-6.77184e+06	-178971	7910	0	Vent	50.1542	878.92	2.38772	0	NotEquant	0	4	Arsia
699	699	-113.936	-2.75572	8055	-2.77344	-113.942	-2.74537	-113.934	238.6	-6.75345e+06	-163247	8055	0	Vent	16.9481	1736.64	7.27847	0	NotEquant	0	4	Arsia
